,Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
3072,santos,2012,2,sport,-,1,0,0,0,2,0,0,2,0,0,0,0,0,-2,1
3073,ponte preta,2012,2,atlético-go,-,-1,1,1,0,1,0,1,1,1,2,-1,0,0,1,-2
3074,palmeiras,2012,2,grêmio,grêmio,-1,1,0,0,1,0,1,1,1,2,-1,0,1,-1,-2
3075,bahia,2012,2,são paulo,são paulo,-1,1,0,0,1,0,1,1,0,1,-1,0,1,-2,-1
3076,náutico,2012,2,cruzeiro,-,1,0,0,0,1,0,1,1,1,2,-1,0,0,-1,1
3077,portuguesa,2012,2,vasco,vasco,1,0,1,0,1,0,1,1,1,2,-1,0,1,-1,-2
3078,coritiba,2012,2,botafogo-rj,-,1,2,2,0,1,0,1,1,2,4,-2,0,0,1,-2
3079,corinthians,2012,2,atlético-mg,atlético-mg,-1,1,0,0,0,0,2,0,0,2,-2,0,2,-2,-2
3080,vasco,2012,3,náutico,vasco,1,4,2,0,9,3,0,0,7,3,4,3,0,3,-1
3081,internacional,2012,3,são paulo,internacional,1,1,0,0,7,2,0,1,6,3,3,1,0,3,1
3082,atlético-mg,2012,3,bahia,-,1,1,1,0,7,2,0,1,3,1,2,0,0,3,-1
3083,grêmio,2012,3,atlético-go,grêmio,-1,0,1,0,6,2,1,0,3,2,1,2,0,3,1
3084,fluminense,2012,3,santos,-,-1,1,1,0,5,1,0,2,4,3,1,0,0,3,-2
3085,figueirense,2012,3,corinthians,-,-1,1,1,0,5,1,0,2,5,4,1,0,0,3,-3
3086,cruzeiro,2012,3,botafogo-rj,cruzeiro,-1,2,3,0,5,1,0,2,3,2,1,1,0,1,-1
3087,sport,2012,3,palmeiras,sport,1,2,1,0,5,1,0,2,3,2,1,1,0,1,-1
3088,botafogo-rj,2012,3,cruzeiro,cruzeiro,1,2,3,0,4,1,1,1,8,7,1,0,1,3,-3
3089,coritiba,2012,3,portuguesa,coritiba,1,2,0,0,4,1,1,1,4,4,0,1,0,2,1
3090,são paulo,2012,3,internacional,internacional,-1,1,0,0,3,1,2,0,3,5,-2,0,1,-1,-1
3091,flamengo,2012,3,ponte preta,-,-1,2,2,0,3,0,0,3,6,6,0,0,0,3,-3
3092,santos,2012,3,fluminense,-,1,1,1,0,3,0,0,3,1,1,0,0,0,1,-1
3093,bahia,2012,3,atlético-mg,-,-1,1,1,0,2,0,1,2,1,2,-1,0,0,1,-2
3094,ponte preta,2012,3,flamengo,-,1,2,2,0,2,0,1,2,3,4,-1,0,0,2,-3
3095,atlético-go,2012,3,grêmio,grêmio,1,0,1,0,2,0,1,2,1,2,-1,0,1,-1,-2
3096,palmeiras,2012,3,sport,sport,-1,2,1,0,1,0,2,1,2,4,-2,0,2,1,-3
3097,corinthians,2012,3,figueirense,-,1,1,1,0,1,0,2,1,1,3,-2,0,0,1,-3
3098,portuguesa,2012,3,coritiba,coritiba,-1,2,0,0,1,0,2,1,1,4,-3,0,2,-2,-3
3099,náutico,2012,3,vasco,vasco,-1,4,2,0,1,0,2,1,3,6,-3,0,1,1,-1
3100,vasco,2012,4,bahia,vasco,-1,1,2,0,12,4,0,0,9,4,5,4,0,4,-2
3101,atlético-mg,2012,4,palmeiras,atlético-mg,-1,0,1,0,10,3,0,1,4,1,3,1,0,4,0
3102,grêmio,2012,4,corinthians,grêmio,1,2,0,0,9,3,1,0,5,2,3,3,0,4,1
3103,internacional,2012,4,fluminense,-,-1,0,0,0,8,2,0,2,6,3,3,0,0,-1,1
3104,cruzeiro,2012,4,sport,cruzeiro,1,1,0,0,8,2,0,2,4,2,2,2,0,2,1
3105,são paulo,2012,4,santos,são paulo,1,1,0,0,6,2,2,0,4,5,-1,1,0,1,1
3106,flamengo,2012,4,coritiba,flamengo,1,3,1,0,6,1,0,3,9,7,2,1,0,4,-4
3107,fluminense,2012,4,internacional,-,1,0,0,0,6,1,0,3,4,3,1,0,0,-1,1
3108,figueirense,2012,4,ponte preta,-,1,0,0,0,6,1,0,3,5,4,1,0,0,-1,1
3109,sport,2012,4,cruzeiro,cruzeiro,-1,1,0,0,5,1,1,2,3,3,0,0,1,-1,-2
3110,botafogo-rj,2012,4,náutico,náutico,-1,3,2,0,4,1,2,1,10,10,0,0,2,4,-4
3111,portuguesa,2012,4,atlético-go,portuguesa,1,2,0,0,4,1,2,1,3,4,-1,1,0,1,1
3112,coritiba,2012,4,flamengo,flamengo,-1,3,1,0,4,1,2,1,5,7,-2,0,1,3,-1
3113,náutico,2012,4,botafogo-rj,náutico,1,3,2,0,4,1,2,1,6,8,-2,1,0,2,-2
3114,ponte preta,2012,4,figueirense,-,-1,0,0,0,3,0,1,3,3,4,-1,0,0,-1,-2
3115,santos,2012,4,são paulo,são paulo,-1,1,0,0,3,0,1,3,1,2,-1,0,1,-1,-2
3116,bahia,2012,4,vasco,vasco,1,1,2,0,2,0,2,2,2,4,-2,0,1,2,-3
3117,atlético-go,2012,4,portuguesa,portuguesa,-1,2,0,0,2,0,2,2,1,4,-3,0,2,-2,-3
3118,palmeiras,2012,4,atlético-mg,atlético-mg,1,0,1,0,1,0,3,1,2,5,-3,0,3,-1,-4
3119,corinthians,2012,4,grêmio,grêmio,-1,2,0,0,1,0,3,1,1,5,-4,0,1,-1,-4
3120,vasco,2012,5,palmeiras,-,-1,1,1,0,13,4,0,1,10,5,5,0,0,5,-3
3121,cruzeiro,2012,5,figueirense,cruzeiro,1,1,0,0,11,3,0,2,5,2,3,3,0,3,1
3122,atlético-mg,2012,5,são paulo,são paulo,-1,1,0,0,10,3,1,1,4,2,2,0,1,-1,-1
3123,grêmio,2012,5,náutico,náutico,-1,1,0,0,9,3,2,0,5,3,2,0,1,-1,-1
3124,são paulo,2012,5,atlético-mg,são paulo,1,1,0,0,9,3,2,0,5,5,0,2,0,2,1
3125,fluminense,2012,5,portuguesa,fluminense,1,4,1,0,9,2,0,3,8,4,4,1,0,1,-1
3126,flamengo,2012,5,santos,flamengo,1,1,0,0,9,2,0,3,10,7,3,2,0,5,1
3127,internacional,2012,5,botafogo-rj,botafogo-rj,1,1,2,0,8,2,1,2,7,5,2,0,1,1,-1
3128,botafogo-rj,2012,5,internacional,botafogo-rj,-1,1,2,0,7,2,2,1,12,11,1,1,0,5,-5
3129,coritiba,2012,5,atlético-go,coritiba,1,3,0,0,7,2,2,1,8,7,1,1,0,4,1
3130,náutico,2012,5,grêmio,náutico,1,1,0,0,7,2,2,1,7,8,-1,2,0,3,1
3131,figueirense,2012,5,cruzeiro,cruzeiro,-1,1,0,0,6,1,1,3,5,5,0,0,1,-2,-1
3132,ponte preta,2012,5,corinthians,ponte preta,1,1,0,0,6,1,1,3,4,4,0,1,0,1,1
3133,sport,2012,5,bahia,bahia,-1,2,1,0,5,1,2,2,4,5,-1,0,2,1,-3
3134,bahia,2012,5,sport,bahia,1,2,1,0,5,1,2,2,4,5,-1,1,0,3,-4
3135,portuguesa,2012,5,fluminense,fluminense,-1,4,1,0,4,1,3,1,4,8,-4,0,1,2,-1
3136,santos,2012,5,flamengo,flamengo,-1,1,0,0,3,0,2,3,1,3,-2,0,2,-2,-3
3137,palmeiras,2012,5,vasco,-,1,1,1,0,2,0,3,2,3,6,-3,0,0,1,-5
3138,atlético-go,2012,5,coritiba,coritiba,-1,3,0,0,2,0,3,2,1,7,-6,0,3,-3,-4
3139,corinthians,2012,5,ponte preta,ponte preta,-1,1,0,0,1,0,4,1,1,6,-5,0,2,-2,-5
3140,cruzeiro,2012,6,vasco,cruzeiro,-1,1,3,0,14,4,0,2,8,3,5,4,0,4,-1
3141,atlético-mg,2012,6,náutico,atlético-mg,1,5,1,0,13,4,1,1,9,3,6,1,0,1,-2
3142,vasco,2012,6,cruzeiro,cruzeiro,1,1,3,0,13,4,1,1,11,8,3,0,1,6,-4
3143,grêmio,2012,6,flamengo,grêmio,1,2,0,0,12,4,2,0,7,3,4,1,0,1,1
3144,fluminense,2012,6,atlético-go,fluminense,-1,1,4,0,12,3,0,3,12,5,7,2,0,2,-2
3145,internacional,2012,6,sport,internacional,-1,0,2,0,11,3,1,2,9,5,4,1,0,2,0
3146,são paulo,2012,6,portuguesa,portuguesa,-1,1,0,0,9,3,3,0,5,6,-1,0,1,-1,-1
3147,flamengo,2012,6,grêmio,grêmio,-1,2,0,0,9,2,1,3,10,9,1,0,1,-1,-1
3148,ponte preta,2012,6,botafogo-rj,ponte preta,-1,1,2,0,9,2,1,3,6,5,1,2,0,2,-1
3149,coritiba,2012,6,santos,-,-1,2,2,0,8,2,2,2,10,9,1,0,0,5,-1
3150,botafogo-rj,2012,6,ponte preta,ponte preta,1,1,2,0,7,2,3,1,13,13,0,0,1,6,-6
3151,portuguesa,2012,6,são paulo,portuguesa,1,1,0,0,7,2,3,1,5,8,-3,1,0,3,1
3152,náutico,2012,6,atlético-mg,atlético-mg,-1,5,1,0,7,2,3,1,8,13,-5,0,1,4,-1
3153,figueirense,2012,6,bahia,-,1,1,1,0,7,1,1,4,6,6,0,0,0,1,-2
3154,bahia,2012,6,figueirense,-,-1,1,1,0,6,1,2,3,5,6,-1,0,0,4,-5
3155,sport,2012,6,internacional,internacional,1,0,2,0,5,1,3,2,4,7,-3,0,3,-1,-4
3156,corinthians,2012,6,palmeiras,corinthians,1,2,1,0,4,1,4,1,3,7,-4,1,0,1,-6
3157,santos,2012,6,coritiba,-,1,2,2,0,4,0,2,4,3,5,-2,0,0,1,-4
3158,palmeiras,2012,6,corinthians,corinthians,-1,2,1,0,2,0,4,2,4,8,-4,0,1,2,-6
3159,atlético-go,2012,6,fluminense,fluminense,1,1,4,0,2,0,4,2,2,11,-9,0,4,1,-5
3160,atlético-mg,2012,7,grêmio,atlético-mg,-1,0,1,0,16,5,1,1,10,3,7,2,0,2,-1
3161,vasco,2012,7,ponte preta,vasco,1,3,2,0,16,5,1,1,14,10,4,1,0,7,-5
3162,fluminense,2012,7,náutico,fluminense,-1,0,2,0,15,4,0,3,14,5,9,3,0,3,-1
3163,cruzeiro,2012,7,são paulo,são paulo,1,2,3,0,14,4,1,2,10,6,4,0,1,5,-2
3164,grêmio,2012,7,atlético-mg,atlético-mg,1,0,1,0,12,4,3,0,7,4,3,0,1,-1,-1
3165,são paulo,2012,7,cruzeiro,são paulo,-1,2,3,0,12,4,3,0,8,8,0,1,0,1,-2
3166,internacional,2012,7,bahia,-,-1,1,1,0,12,3,1,3,10,6,4,0,0,3,-1
3167,flamengo,2012,7,atlético-go,flamengo,1,3,2,0,12,3,1,3,13,11,2,1,0,1,-2
3168,botafogo-rj,2012,7,corinthians,botafogo-rj,-1,1,3,0,10,3,3,1,16,14,2,1,0,7,-7
3169,ponte preta,2012,7,vasco,vasco,-1,3,2,0,9,2,2,3,8,8,0,0,1,3,-2
3170,coritiba,2012,7,sport,sport,1,2,3,0,8,2,3,2,12,12,0,0,1,6,-2
3171,sport,2012,7,coritiba,sport,-1,2,3,0,8,2,3,2,7,9,-2,1,0,1,-5
3172,portuguesa,2012,7,santos,-,1,0,0,0,8,2,3,2,5,8,-3,0,0,-1,1
3173,náutico,2012,7,fluminense,fluminense,1,0,2,0,7,2,4,1,8,15,-7,0,2,-1,-2
3174,bahia,2012,7,internacional,-,1,1,1,0,7,1,2,4,6,7,-1,0,0,5,-6
3175,figueirense,2012,7,palmeiras,palmeiras,-1,3,1,0,7,1,2,4,7,9,-2,0,1,2,-3
3176,palmeiras,2012,7,figueirense,palmeiras,1,3,1,0,5,1,4,2,7,9,-2,1,0,3,-7
3177,santos,2012,7,portuguesa,-,-1,0,0,0,5,0,2,5,3,5,-2,0,0,-1,-3
3178,corinthians,2012,7,botafogo-rj,botafogo-rj,1,1,3,0,4,1,5,1,4,10,-6,0,1,2,-7
3179,atlético-go,2012,7,flamengo,flamengo,-1,3,2,0,2,0,5,2,4,14,-10,0,5,2,-6
3180,atlético-mg,2012,8,portuguesa,atlético-mg,1,2,0,0,19,6,1,1,12,3,9,3,0,3,1
3181,fluminense,2012,8,flamengo,fluminense,1,1,0,0,18,5,0,3,15,5,10,4,0,4,1
3182,vasco,2012,8,figueirense,-,-1,1,1,0,17,5,1,2,15,11,4,0,0,8,-6
3183,são paulo,2012,8,coritiba,são paulo,1,3,1,0,15,5,3,0,11,9,2,2,0,2,-3
3184,internacional,2012,8,cruzeiro,internacional,1,2,1,0,15,4,1,3,12,7,5,1,0,4,-2
3185,cruzeiro,2012,8,internacional,internacional,-1,2,1,0,14,4,2,2,11,8,3,0,2,6,-3
3186,botafogo-rj,2012,8,bahia,botafogo-rj,1,3,0,0,13,4,3,1,19,14,5,2,0,8,1
3187,grêmio,2012,8,santos,santos,-1,4,2,0,12,4,4,0,9,8,1,0,2,1,-2
3188,flamengo,2012,8,fluminense,fluminense,-1,1,0,0,12,3,2,3,13,12,1,0,1,-1,-3
3189,ponte preta,2012,8,palmeiras,ponte preta,1,1,0,0,12,3,2,3,9,8,1,1,0,4,1
3190,náutico,2012,8,atlético-go,náutico,-1,0,1,0,10,3,4,1,9,15,-6,1,0,1,-1
3191,sport,2012,8,corinthians,-,1,1,1,0,9,2,3,3,8,10,-2,0,0,2,-6
3192,coritiba,2012,8,são paulo,são paulo,-1,3,1,0,8,2,4,2,13,15,-2,0,2,7,-3
3193,portuguesa,2012,8,atlético-mg,atlético-mg,-1,2,0,0,8,2,4,2,5,10,-5,0,1,-2,-1
3194,santos,2012,8,grêmio,santos,1,4,2,0,8,1,2,5,7,7,0,1,0,1,-4
3195,figueirense,2012,8,vasco,-,1,1,1,0,8,1,2,5,8,10,-2,0,0,3,-4
3196,bahia,2012,8,botafogo-rj,botafogo-rj,-1,3,0,0,7,1,3,4,6,10,-4,0,1,-1,-7
3197,palmeiras,2012,8,ponte preta,ponte preta,-1,1,0,0,5,1,5,2,7,10,-3,0,1,-1,-8
3198,corinthians,2012,8,sport,-,-1,1,1,0,5,1,5,2,5,11,-6,0,0,3,-8
3199,atlético-go,2012,8,náutico,náutico,1,0,1,0,2,0,6,2,4,15,-11,0,6,-1,-7
3200,atlético-mg,2012,9,figueirense,atlético-mg,-1,3,4,0,22,7,1,1,16,6,10,4,0,4,-1
3201,vasco,2012,9,atlético-go,vasco,1,1,0,0,20,6,1,2,16,11,5,1,0,9,1
3202,fluminense,2012,9,botafogo-rj,-,-1,1,1,0,19,5,0,4,16,6,10,0,0,5,-1
3203,são paulo,2012,9,palmeiras,-,-1,1,1,0,16,5,3,1,12,10,2,0,0,3,-4
3204,internacional,2012,9,santos,-,1,0,0,0,16,4,1,4,12,7,5,0,0,-1,1
3205,grêmio,2012,9,cruzeiro,grêmio,-1,1,3,0,15,5,4,0,12,9,3,1,0,2,-3
3206,ponte preta,2012,9,coritiba,ponte preta,1,4,1,0,15,4,2,3,13,9,4,2,0,5,-1
3207,flamengo,2012,9,bahia,flamengo,-1,1,2,0,15,4,2,3,15,13,2,1,0,1,-4
3208,botafogo-rj,2012,9,fluminense,-,1,1,1,0,14,4,3,2,20,15,5,0,0,9,-1
3209,cruzeiro,2012,9,grêmio,grêmio,1,1,3,0,14,4,3,2,12,11,1,0,3,7,-4
3210,sport,2012,9,portuguesa,sport,1,2,1,0,12,3,3,3,10,11,-1,1,0,3,-7
3211,náutico,2012,9,corinthians,corinthians,-1,2,1,0,10,3,5,1,10,17,-7,0,1,2,-2
3212,santos,2012,9,internacional,-,-1,0,0,0,9,1,2,6,7,7,0,0,0,-1,-3
3213,coritiba,2012,9,ponte preta,ponte preta,-1,4,1,0,8,2,5,2,14,19,-5,0,3,8,-4
3214,corinthians,2012,9,náutico,corinthians,1,2,1,0,8,2,5,2,7,12,-5,1,0,4,-9
3215,portuguesa,2012,9,sport,sport,-1,2,1,0,8,2,5,2,6,12,-6,0,2,1,-2
3216,figueirense,2012,9,atlético-mg,atlético-mg,1,3,4,0,8,1,3,5,11,14,-3,0,1,4,-5
3217,bahia,2012,9,flamengo,flamengo,1,1,2,0,7,1,4,4,7,12,-5,0,2,1,-8
3218,palmeiras,2012,9,são paulo,-,1,1,1,0,6,1,5,3,8,11,-3,0,0,1,-9
3219,atlético-go,2012,9,vasco,vasco,-1,1,0,0,2,0,7,2,4,16,-12,0,7,-2,-8
3220,atlético-mg,2012,10,internacional,atlético-mg,1,3,1,0,25,8,1,1,19,7,12,5,0,5,-2
3221,vasco,2012,10,são paulo,vasco,-1,0,1,0,23,7,1,2,17,11,6,2,0,10,1
3222,fluminense,2012,10,bahia,fluminense,1,4,0,0,22,6,0,4,20,6,14,1,0,6,1
3223,grêmio,2012,10,sport,grêmio,1,3,1,0,18,6,4,0,15,10,5,2,0,3,-4
3224,cruzeiro,2012,10,portuguesa,cruzeiro,-1,0,2,0,17,5,3,2,14,11,3,1,0,8,-3
3225,são paulo,2012,10,vasco,vasco,1,0,1,0,16,5,4,1,12,11,1,0,1,-1,-5
3226,internacional,2012,10,atlético-mg,atlético-mg,-1,3,1,0,16,4,2,4,13,10,3,0,1,1,-1
3227,botafogo-rj,2012,10,santos,-,-1,0,0,0,15,4,3,3,20,15,5,0,0,-1,0
3228,ponte preta,2012,10,náutico,náutico,-1,3,0,0,15,4,3,3,13,12,1,0,1,-1,-2
3229,flamengo,2012,10,corinthians,corinthians,1,0,3,0,15,4,3,3,15,16,-1,0,1,-1,-5
3230,náutico,2012,10,ponte preta,náutico,1,3,0,0,13,4,5,1,13,17,-4,1,0,3,1
3231,sport,2012,10,grêmio,grêmio,-1,3,1,0,12,3,4,3,11,14,-3,0,1,4,-8
3232,corinthians,2012,10,flamengo,corinthians,-1,0,3,0,11,3,5,2,10,12,-2,2,0,5,-8
3233,santos,2012,10,botafogo-rj,-,1,0,0,0,10,1,2,7,7,7,0,0,0,-2,1
3234,coritiba,2012,10,palmeiras,-,1,1,1,0,9,2,5,3,15,20,-5,0,0,9,-5
3235,portuguesa,2012,10,cruzeiro,cruzeiro,1,0,2,0,8,2,6,2,6,14,-8,0,3,-1,-3
3236,figueirense,2012,10,atlético-go,atlético-go,-1,3,2,0,8,1,4,5,13,17,-4,0,2,5,-6
3237,palmeiras,2012,10,coritiba,-,-1,1,1,0,7,1,5,4,9,12,-3,0,0,2,-10
3238,bahia,2012,10,fluminense,fluminense,-1,4,0,0,7,1,5,4,7,16,-9,0,3,-1,-9
3239,atlético-go,2012,10,figueirense,atlético-go,1,3,2,0,5,1,7,2,7,18,-11,1,0,1,-9
3240,atlético-mg,2012,11,sport,atlético-mg,-1,1,4,0,28,9,1,1,23,8,15,6,0,6,-3
3241,vasco,2012,11,santos,vasco,1,2,0,0,26,8,1,2,19,11,8,3,0,11,1
3242,fluminense,2012,11,ponte preta,fluminense,-1,1,2,0,25,7,0,4,22,7,15,2,0,7,-1
3243,grêmio,2012,11,botafogo-rj,grêmio,-1,0,1,0,21,7,4,0,16,10,6,3,0,4,-3
3244,cruzeiro,2012,11,flamengo,cruzeiro,1,1,0,0,20,6,3,2,15,11,4,2,0,9,1
3245,são paulo,2012,11,figueirense,são paulo,-1,0,2,0,19,6,4,1,14,11,3,1,0,1,-4
3246,internacional,2012,11,atlético-go,internacional,1,4,1,0,19,5,2,4,17,11,6,1,0,2,-2
3247,botafogo-rj,2012,11,grêmio,grêmio,1,0,1,0,15,4,4,3,20,16,4,0,1,-2,-1
3248,ponte preta,2012,11,fluminense,fluminense,1,1,2,0,15,4,4,3,14,14,0,0,2,1,-3
3249,flamengo,2012,11,cruzeiro,cruzeiro,-1,1,0,0,15,4,4,3,15,17,-2,0,2,-2,-6
3250,náutico,2012,11,palmeiras,palmeiras,-1,3,0,0,13,4,6,1,13,20,-7,0,1,-1,-1
3251,corinthians,2012,11,portuguesa,-,1,1,1,0,12,3,5,3,11,13,-2,0,0,6,-9
3252,sport,2012,11,atlético-mg,atlético-mg,1,1,4,0,12,3,5,3,12,18,-6,0,2,5,-9
3253,palmeiras,2012,11,náutico,palmeiras,1,3,0,0,10,2,5,4,12,12,0,1,0,3,1
3254,coritiba,2012,11,bahia,-,-1,2,2,0,10,2,5,4,17,22,-5,0,0,10,-6
3255,santos,2012,11,vasco,vasco,-1,2,0,0,10,1,3,7,7,9,-2,0,1,-3,-1
3256,portuguesa,2012,11,corinthians,-,-1,1,1,0,9,2,6,3,7,15,-8,0,0,1,-4
3257,figueirense,2012,11,são paulo,são paulo,1,0,2,0,8,1,5,5,13,19,-6,0,3,-1,-7
3258,bahia,2012,11,coritiba,-,1,2,2,0,8,1,5,5,9,18,-9,0,0,1,-10
3259,atlético-go,2012,11,internacional,internacional,-1,4,1,0,5,1,8,2,8,22,-14,0,1,2,-10
3260,atlético-mg,2012,12,santos,atlético-mg,1,2,0,0,31,10,1,1,25,8,17,7,0,7,1
3261,vasco,2012,12,botafogo-rj,vasco,1,1,0,0,29,9,1,2,20,11,9,4,0,12,1
3262,fluminense,2012,12,grêmio,grêmio,-1,1,0,0,25,7,1,4,22,8,14,0,1,-1,-2
3263,grêmio,2012,12,fluminense,grêmio,1,1,0,0,24,8,4,0,17,10,7,4,0,5,1
3264,internacional,2012,12,figueirense,internacional,-1,0,1,0,22,6,2,4,18,11,7,2,0,3,-1
3265,cruzeiro,2012,12,corinthians,corinthians,-1,2,0,0,20,6,4,2,15,13,2,0,1,-1,-1
3266,são paulo,2012,12,atlético-go,atlético-go,-1,4,3,0,19,6,5,1,17,15,2,0,1,2,-5
3267,ponte preta,2012,12,sport,-,1,1,1,0,16,4,4,4,15,15,0,0,0,2,-4
3268,flamengo,2012,12,portuguesa,-,1,0,0,0,16,4,4,4,15,17,-2,0,0,-3,1
3269,botafogo-rj,2012,12,vasco,vasco,-1,1,0,0,15,4,5,3,20,17,3,0,2,-3,-2
3270,corinthians,2012,12,cruzeiro,corinthians,1,2,0,0,15,4,5,3,13,13,0,1,0,7,1
3271,náutico,2012,12,coritiba,coritiba,1,3,4,0,13,4,7,1,16,24,-8,0,2,1,-2
3272,coritiba,2012,12,náutico,coritiba,-1,3,4,0,13,3,5,4,21,25,-4,1,0,11,-7
3273,sport,2012,12,ponte preta,-,-1,1,1,0,13,3,5,4,13,19,-6,0,0,6,-10
3274,bahia,2012,12,palmeiras,bahia,-1,0,2,0,11,2,5,5,11,18,-7,1,0,2,-9
3275,palmeiras,2012,12,bahia,bahia,1,0,2,0,10,2,6,4,12,14,-2,0,1,-1,-1
3276,portuguesa,2012,12,flamengo,-,-1,0,0,0,10,2,6,4,7,15,-8,0,0,-1,-3
3277,santos,2012,12,atlético-mg,atlético-mg,-1,2,0,0,10,1,4,7,7,11,-4,0,2,-4,-2
3278,atlético-go,2012,12,são paulo,atlético-go,1,4,3,0,8,2,8,2,12,25,-13,1,0,3,-11
3279,figueirense,2012,12,internacional,internacional,1,0,1,0,8,1,6,5,13,20,-7,0,4,-2,-8
3280,atlético-mg,2012,13,fluminense,-,-1,0,0,0,32,10,1,2,25,8,17,0,0,-1,1
3281,vasco,2012,13,internacional,-,-1,0,0,0,30,9,1,3,20,11,9,0,0,-1,1
3282,fluminense,2012,13,atlético-mg,-,1,0,0,0,26,7,1,5,22,8,14,0,0,-2,1
3283,grêmio,2012,13,coritiba,coritiba,-1,2,1,0,24,8,5,0,18,12,6,0,1,6,-1
3284,cruzeiro,2012,13,palmeiras,cruzeiro,1,2,1,0,23,7,4,2,17,14,3,1,0,1,-2
3285,internacional,2012,13,vasco,-,1,0,0,0,23,6,2,5,18,11,7,0,0,-1,1
3286,são paulo,2012,13,flamengo,são paulo,1,4,1,0,22,7,5,1,21,16,5,1,0,3,-6
3287,botafogo-rj,2012,13,figueirense,botafogo-rj,1,1,0,0,18,5,5,3,21,17,4,1,0,1,1
3288,corinthians,2012,13,bahia,-,-1,0,0,0,16,4,5,4,13,13,0,0,0,-1,1
3289,ponte preta,2012,13,santos,santos,-1,2,1,0,16,4,5,4,16,17,-1,0,1,3,-5
3290,coritiba,2012,13,grêmio,coritiba,1,2,1,0,16,4,5,4,23,26,-3,2,0,12,-8
3291,flamengo,2012,13,são paulo,são paulo,-1,4,1,0,16,4,5,4,16,21,-5,0,1,1,-1
3292,sport,2012,13,atlético-go,-,1,0,0,0,14,3,5,5,13,19,-6,0,0,-1,1
3293,náutico,2012,13,portuguesa,portuguesa,-1,3,1,0,13,4,8,1,17,27,-10,0,3,2,-3
3294,portuguesa,2012,13,náutico,portuguesa,1,3,1,0,13,3,6,4,10,16,-6,1,0,1,-4
3295,santos,2012,13,ponte preta,santos,1,2,1,0,13,2,4,7,9,12,-3,1,0,1,-3
3296,bahia,2012,13,corinthians,-,1,0,0,0,12,2,5,6,11,18,-7,0,0,-1,1
3297,palmeiras,2012,13,cruzeiro,cruzeiro,-1,2,1,0,10,2,7,4,13,16,-3,0,2,1,-2
3298,atlético-go,2012,13,sport,-,-1,0,0,0,9,2,8,3,12,25,-13,0,0,-1,-10
3299,figueirense,2012,13,botafogo-rj,botafogo-rj,-1,1,0,0,8,1,7,5,13,21,-8,0,5,-3,-9
3300,atlético-mg,2012,14,flamengo,flamengo,-1,2,1,0,32,10,2,2,26,10,16,0,1,1,-1
3301,vasco,2012,14,corinthians,-,1,0,0,0,31,9,1,4,20,11,9,0,0,-2,1
3302,fluminense,2012,14,coritiba,fluminense,-1,0,2,0,29,8,1,5,24,8,16,1,0,1,1
3303,grêmio,2012,14,bahia,grêmio,1,3,1,0,27,9,5,0,21,13,8,1,0,7,-2
3304,internacional,2012,14,palmeiras,internacional,-1,0,1,0,26,7,2,5,19,11,8,1,0,1,1
3305,são paulo,2012,14,sport,são paulo,1,1,0,0,25,8,5,1,22,16,6,2,0,4,1
3306,cruzeiro,2012,14,ponte preta,ponte preta,1,1,2,0,23,7,5,2,18,16,2,0,1,2,-3
3307,botafogo-rj,2012,14,atlético-go,botafogo-rj,-1,1,2,0,21,6,5,3,23,18,5,2,0,2,-1
3308,ponte preta,2012,14,cruzeiro,ponte preta,-1,1,2,0,19,5,5,4,18,18,0,1,0,4,-6
3309,flamengo,2012,14,atlético-mg,flamengo,1,2,1,0,19,5,5,4,18,22,-4,1,0,2,-2
3310,corinthians,2012,14,vasco,-,-1,0,0,0,17,4,5,5,13,13,0,0,0,-2,1
3311,náutico,2012,14,santos,náutico,1,3,0,0,16,5,8,1,20,27,-7,1,0,3,1
3312,portuguesa,2012,14,figueirense,portuguesa,1,2,0,0,16,4,6,4,12,16,-4,2,0,2,1
3313,coritiba,2012,14,fluminense,fluminense,1,0,2,0,16,4,6,4,23,28,-5,0,1,-1,-9
3314,sport,2012,14,são paulo,são paulo,-1,1,0,0,14,3,6,5,13,20,-7,0,1,-2,-1
3315,santos,2012,14,náutico,náutico,-1,3,0,0,13,2,5,7,9,15,-6,0,1,-1,-4
3316,bahia,2012,14,grêmio,grêmio,-1,3,1,0,12,2,6,6,12,21,-9,0,1,1,-1
3317,palmeiras,2012,14,internacional,internacional,1,0,1,0,10,2,8,4,13,17,-4,0,3,-1,-3
3318,atlético-go,2012,14,botafogo-rj,botafogo-rj,1,1,2,0,9,2,9,3,13,27,-14,0,1,1,-11
3319,figueirense,2012,14,portuguesa,portuguesa,-1,2,0,0,8,1,8,5,13,23,-10,0,6,-4,-10
3320,atlético-mg,2012,15,coritiba,atlético-mg,1,1,0,0,35,11,2,2,27,10,17,1,0,2,1
3321,vasco,2012,15,sport,vasco,-1,0,2,0,34,10,1,4,22,11,11,1,0,1,1
3322,fluminense,2012,15,são paulo,fluminense,1,2,1,0,32,9,1,5,26,9,17,2,0,2,-1
3323,grêmio,2012,15,ponte preta,-,-1,0,0,0,28,9,5,1,21,13,8,0,0,-1,-1
