Time,Temporada,Rodada,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
Santo André,2009,36,18,38,10,18,8,40,54,-14,1,0,2,-3
Náutico,2009,36,19,38,10,18,8,45,65,-20,1,0,1,-7
Sport,2009,36,20,31,7,19,10,47,65,-18,0,1,-1,-6
Flamengo,2009,37,1,64,18,9,10,56,43,13,1,0,1,1
Internacional,2009,37,2,62,18,11,8,61,43,18,3,0,4,-4
Palmeiras,2009,37,3,62,17,9,11,57,43,14,1,0,1,-5
São Paulo,2009,37,4,62,17,9,11,53,42,11,0,2,7,-2
Cruzeiro,2009,37,5,59,17,12,8,56,52,4,1,0,18,-6
Atlético-MG,2009,37,6,56,16,13,8,55,53,2,0,4,1,-6
Grêmio,2009,37,7,55,15,12,10,66,44,22,2,0,4,-1
Goiás,2009,37,8,54,15,13,9,62,63,-1,1,0,1,-20
Avaí,2009,37,9,54,14,11,12,60,52,8,0,0,13,-3
Corinthians,2009,37,10,49,13,14,10,47,54,-7,0,3,-1,-3
Santos,2009,37,11,49,12,12,13,57,56,1,0,0,4,-1
Barueri,2009,37,12,48,12,13,12,59,52,7,0,2,4,-2
Vitória,2009,37,13,47,13,16,8,49,55,-6,0,1,-1,-10
Athletico-PR,2009,37,14,47,13,16,8,42,49,-7,1,0,4,1
Fluminense,2009,37,15,45,11,14,12,48,55,-7,6,0,10,1
Coritiba,2009,37,16,44,12,17,8,47,59,-12,0,2,1,-4
Botafogo,2009,37,17,44,10,13,14,50,57,-7,0,1,-1,-3
Santo André,2009,37,18,41,11,18,8,45,57,-12,2,0,3,-4
Náutico,2009,37,19,38,10,19,8,48,70,-22,0,1,2,-8
Sport,2009,37,20,31,7,20,10,48,67,-19,0,2,1,-7
Flamengo,2009,38,1,67,19,9,10,58,44,14,2,0,2,-1
Internacional,2009,38,2,65,19,11,8,65,44,21,4,0,5,-5
São Paulo,2009,38,3,65,18,9,11,57,42,15,1,0,8,1
Cruzeiro,2009,38,4,62,18,12,8,58,53,5,2,0,19,-7
Palmeiras,2009,38,5,62,17,10,11,58,45,13,0,1,2,-6
Avaí,2009,38,6,57,15,11,12,61,52,9,1,0,14,-2
Atlético-MG,2009,38,7,56,16,14,8,55,56,-1,0,5,-1,-7
Grêmio,2009,38,8,55,15,13,10,67,46,21,0,1,5,-2
Goiás,2009,38,9,55,15,13,10,64,65,-1,0,0,2,-21
Corinthians,2009,38,10,52,14,14,10,50,54,-4,1,0,1,-2
Barueri,2009,38,11,49,12,13,13,59,52,7,0,0,-1,1
Santos,2009,38,12,49,12,13,13,58,58,0,0,1,5,-2
Vitória,2009,38,13,48,13,16,9,51,57,-6,0,0,1,-11
Athletico-PR,2009,38,14,48,13,16,9,42,49,-7,0,0,-1,1
Botafogo,2009,38,15,47,11,13,14,52,58,-6,1,0,1,-4
Fluminense,2009,38,16,46,11,14,13,49,56,-7,0,0,11,-1
Coritiba,2009,38,17,45,12,17,9,48,60,-12,0,0,2,-5
Santo André,2009,38,18,41,11,19,8,46,61,-15,0,1,4,-5
Náutico,2009,38,19,38,10,20,8,48,71,-23,0,2,-1,-9
Sport,2009,38,20,31,7,21,10,48,71,-23,0,3,-1,-8
Avaí,2010,1,1,3,1,0,0,6,1,5,1,0,1,-1
Corinthians,2010,1,2,3,1,0,0,2,1,1,1,0,1,-1
Atlético-MG,2010,1,3,3,1,0,0,2,1,1,1,0,1,-1
Palmeiras,2010,1,4,3,1,0,0,1,0,1,1,0,1,1
Ceará,2010,1,5,3,1,0,0,1,0,1,1,0,1,1
Guarani,2010,1,6,3,1,0,0,1,0,1,1,0,1,1
Cruzeiro,2010,1,7,3,1,0,0,2,1,1,1,0,1,-1
Flamengo,2010,1,8,1,0,0,1,1,1,0,0,0,1,-1
Atlético-GO,2010,1,9,1,0,0,1,0,0,0,0,0,-1,1
Botafogo,2010,1,10,1,0,0,1,3,3,0,0,0,1,-1
Grêmio,2010,1,11,1,0,0,1,0,0,0,0,0,-1,1
Santos,2010,1,12,1,0,0,1,3,3,0,0,0,1,-1
São Paulo,2010,1,13,1,0,0,1,1,1,0,0,0,1,-1
Internacional,2010,1,14,0,0,1,0,1,2,-1,0,1,1,-1
Vitória,2010,1,15,0,0,1,0,0,1,-1,0,1,-1,-1
Vasco,2010,1,16,0,0,1,0,1,2,-1,0,1,1,-1
Athletico-PR,2010,1,17,0,0,1,0,1,2,-1,0,1,1,-1
Fluminense,2010,1,18,0,0,1,0,0,1,-1,0,1,-1,-1
Goiás,2010,1,19,0,0,1,0,0,1,-1,0,1,-1,-1
Prudente,2010,1,20,0,0,1,0,1,6,-5,0,1,1,-1
Corinthians,2010,2,1,6,2,0,0,4,2,2,2,0,2,-2
Avaí,2010,2,2,4,1,0,1,8,3,5,0,0,2,-2
Botafogo,2010,2,3,4,1,0,1,5,4,1,1,0,2,-2
Ceará,2010,2,4,4,1,0,1,2,1,1,0,0,2,-1
Palmeiras,2010,2,5,4,1,0,1,1,0,1,0,0,-1,1
Guarani,2010,2,6,4,1,0,1,3,2,1,0,0,2,-1
Cruzeiro,2010,2,7,4,1,0,1,4,3,1,0,0,2,-2
Internacional,2010,2,8,3,1,1,0,4,4,0,1,0,2,-2
Fluminense,2010,2,9,3,1,1,0,1,1,0,1,0,1,1
Prudente,2010,2,10,3,1,1,0,5,6,-1,1,0,2,1
Atlético-MG,2010,2,11,3,1,1,0,2,5,-3,0,1,-1,-2
Flamengo,2010,2,12,2,0,0,2,2,2,0,0,0,2,-2
Santos,2010,2,13,2,0,0,2,4,4,0,0,0,2,-2
Atlético-GO,2010,2,14,1,0,1,1,0,1,-1,0,1,-2,-1
Athletico-PR,2010,2,15,1,0,1,1,3,4,-1,0,0,2,-2
Vasco,2010,2,16,1,0,1,1,1,2,-1,0,0,-1,1
Grêmio,2010,2,17,1,0,1,1,1,2,-1,0,1,1,-1
Vitória,2010,2,18,1,0,1,1,1,2,-1,0,0,1,-2
São Paulo,2010,2,19,1,0,1,1,2,3,-1,0,1,2,-2
Goiás,2010,2,20,0,0,2,0,2,4,-2,0,2,1,-2
Corinthians,2010,3,1,9,3,0,0,5,2,3,3,0,3,1
Avaí,2010,3,2,7,2,0,1,10,3,7,1,0,3,1
Botafogo,2010,3,3,7,2,0,1,8,4,4,2,0,3,1
Palmeiras,2010,3,4,7,2,0,1,5,2,3,1,0,1,-1
Ceará,2010,3,5,7,2,0,1,3,1,2,1,0,3,1
Atlético-MG,2010,3,6,6,2,1,0,5,6,-1,1,0,1,-3
Flamengo,2010,3,7,5,1,0,2,5,3,2,1,0,3,-3
Guarani,2010,3,8,5,1,0,2,5,4,1,0,0,3,-2
Cruzeiro,2010,3,9,5,1,0,2,6,5,1,0,0,3,-3
Santos,2010,3,10,5,1,0,2,6,5,1,1,0,3,-3
São Paulo,2010,3,11,4,1,1,1,4,3,1,1,0,3,-1
Fluminense,2010,3,12,3,1,2,0,1,2,-1,0,1,-1,-1
Internacional,2010,3,13,3,1,2,0,4,6,-2,0,1,-1,-3
Prudente,2010,3,14,3,1,2,0,6,9,-3,0,1,3,-1
Atlético-GO,2010,3,15,1,0,2,1,1,3,-2,0,2,1,-2
Vitória,2010,3,16,1,0,2,1,1,3,-2,0,1,-1,-3
Vasco,2010,3,17,1,0,2,1,1,4,-3,0,1,-2,-1
Athletico-PR,2010,3,18,1,0,2,1,4,7,-3,0,1,3,-3
Grêmio,2010,3,19,1,0,2,1,3,6,-3,0,2,2,-2
Goiás,2010,3,20,0,0,3,0,2,7,-5,0,3,-1,-3
Corinthians,2010,4,1,10,3,0,1,7,4,3,0,0,4,-1
Santos,2010,4,2,8,2,0,2,9,6,3,2,0,4,-4
Ceará,2010,4,3,8,2,0,2,3,1,2,0,0,-1,1
Cruzeiro,2010,4,4,8,2,0,2,7,5,2,1,0,4,1
Avaí,2010,4,5,7,2,1,1,10,6,4,0,1,-1,-1
Botafogo,2010,4,6,7,2,1,1,8,5,3,0,1,-1,-1
Palmeiras,2010,4,7,7,2,1,1,5,3,2,0,1,-1,-2
São Paulo,2010,4,8,7,2,1,1,5,3,2,2,0,4,1
Fluminense,2010,4,9,6,2,2,0,3,3,0,1,0,1,-2
Atlético-MG,2010,4,10,6,2,2,0,8,10,-2,0,1,2,-4
Flamengo,2010,4,11,5,1,1,2,6,5,1,0,1,4,-4
Guarani,2010,4,12,5,1,1,2,6,7,-1,0,1,4,-3
Grêmio,2010,4,13,4,1,2,1,6,6,0,1,0,3,1
Vitória,2010,4,14,4,1,2,1,5,6,-1,1,0,1,-4
Vasco,2010,4,15,4,1,2,1,4,6,-2,1,0,1,-2
Athletico-PR,2010,4,16,4,1,2,1,6,8,-2,1,0,4,-4
Prudente,2010,4,17,4,1,2,1,8,11,-3,0,0,4,-2
Internacional,2010,4,18,3,1,3,0,6,9,-3,0,2,1,-4
Atlético-GO,2010,4,19,1,0,3,1,2,5,-3,0,3,2,-3
Goiás,2010,4,20,1,0,3,1,2,7,-5,0,0,-2,1
Corinthians,2010,5,1,13,4,0,1,11,6,5,1,0,5,-2
Ceará,2010,5,2,11,3,0,2,4,1,3,1,0,1,1
Fluminense,2010,5,3,9,3,2,0,6,4,2,2,0,2,-3
Avaí,2010,5,4,8,2,1,2,10,6,4,0,0,-2,1
Botafogo,2010,5,5,8,2,1,2,9,6,3,0,0,1,-2
Palmeiras,2010,5,6,8,2,1,2,5,3,2,0,0,-2,1
São Paulo,2010,5,7,8,2,1,2,5,3,2,0,0,-1,1
Santos,2010,5,8,8,2,1,2,11,10,1,0,1,5,-5
Cruzeiro,2010,5,9,8,2,1,2,7,6,1,0,1,-1,-1
Internacional,2010,5,10,6,2,3,0,10,10,0,1,0,2,-5
Atlético-MG,2010,5,11,6,2,3,0,9,13,-4,0,2,3,-5
Flamengo,2010,5,12,6,1,1,3,7,6,1,0,0,5,-5
Guarani,2010,5,13,6,1,1,3,6,7,-1,0,0,-1,1
Grêmio,2010,5,14,5,1,2,2,7,7,0,0,0,4,-1
Vitória,2010,5,15,5,1,2,2,5,6,-1,0,0,-1,-3
Vasco,2010,5,16,5,1,2,2,5,7,-2,0,0,2,-3
Prudente,2010,5,17,5,1,2,2,8,11,-3,0,0,-1,-1
Goiás,2010,5,18,4,1,3,1,5,8,-3,1,0,1,-1
Athletico-PR,2010,5,19,4,1,3,1,7,12,-5,0,1,5,-5
Atlético-GO,2010,5,20,1,0,4,1,3,8,-5,0,4,3,-4
Corinthians,2010,6,1,16,5,0,1,13,6,7,2,0,6,1
Ceará,2010,6,2,14,4,0,2,6,1,5,2,0,2,1
Fluminense,2010,6,3,12,4,2,0,8,5,3,3,0,3,-4
Flamengo,2010,6,4,9,2,1,3,8,6,2,1,0,6,-4
Cruzeiro,2010,6,5,9,2,1,3,7,6,1,0,0,-2,1
Santos,2010,6,6,9,2,1,3,11,10,1,0,0,-1,-4
Guarani,2010,6,7,9,2,1,3,7,7,0,1,0,1,1
Botafogo,2010,6,8,8,2,2,2,11,9,2,0,1,2,-3
Avaí,2010,6,9,8,2,2,2,10,8,2,0,1,-3,-1
Grêmio,2010,6,10,8,2,2,2,9,8,1,1,0,5,-2
Palmeiras,2010,6,11,8,2,2,2,5,4,1,0,1,-3,-1
São Paulo,2010,6,12,8,2,2,2,6,5,1,0,1,1,-1
Prudente,2010,6,13,8,2,2,2,9,11,-2,1,0,1,1
Goiás,2010,6,14,7,2,3,1,7,9,-2,2,0,2,-2
Athletico-PR,2010,6,15,7,2,3,1,10,14,-4,1,0,6,-6
Internacional,2010,6,16,6,2,4,0,10,12,-2,0,1,-1,-6
Atlético-MG,2010,6,17,6,2,4,0,10,15,-5,0,3,4,-6
Vitória,2010,6,18,5,1,3,2,6,8,-2,0,1,1,-4
Vasco,2010,6,19,5,1,3,2,5,8,-3,0,1,-1,-4
Atlético-GO,2010,6,20,1,0,5,1,3,9,-6,0,5,-1,-5
Corinthians,2010,7,1,17,5,0,2,15,8,7,0,0,7,-1
Ceará,2010,7,2,17,5,0,2,7,1,6,3,0,3,1
Fluminense,2010,7,3,15,5,2,0,11,5,6,4,0,4,-3
Santos,2010,7,4,12,3,1,3,15,10,5,1,0,1,1
Guarani,2010,7,5,12,3,1,3,8,7,1,2,0,2,1
São Paulo,2010,7,6,11,3,2,2,9,6,3,1,0,2,-2
Goiás,2010,7,7,10,3,3,1,9,10,-1,3,0,3,-3
Botafogo,2010,7,8,9,2,2,3,13,11,2,0,0,3,-4
Palmeiras,2010,7,9,9,2,2,3,6,5,1,0,0,1,-2
Flamengo,2010,7,10,9,2,2,3,9,8,1,0,1,7,-5
Cruzeiro,2010,7,11,9,2,2,3,8,8,0,0,1,1,-1
Grêmio,2010,7,12,8,2,3,2,10,11,-1,0,1,6,-3
Vitória,2010,7,13,8,2,3,2,7,8,-1,1,0,2,1
Avaí,2010,7,14,8,2,3,2,10,11,-1,0,2,-4,-2
Prudente,2010,7,15,8,2,3,2,9,12,-3,0,1,-1,-1
Internacional,2010,7,16,7,2,4,1,11,13,-2,0,0,1,-7
Athletico-PR,2010,7,17,7,2,4,1,10,15,-5,0,1,-1,-7
Atlético-MG,2010,7,18,6,2,5,0,10,16,-6,0,4,-1,-7
Vasco,2010,7,19,5,1,4,2,5,12,-7,0,2,-2,-5
Atlético-GO,2010,7,20,4,1,5,1,5,10,-5,1,0,1,-6
Corinthians,2010,8,1,18,5,0,3,15,8,7,0,0,-1,0
Ceará,2010,8,2,18,5,0,3,7,1,6,0,0,-1,1
Fluminense,2010,8,3,16,5,2,1,12,6,6,0,0,5,-4
Santos,2010,8,4,12,3,2,3,16,12,4,0,1,2,-1
Flamengo,2010,8,5,12,3,2,3,10,8,2,1,0,8,1
Palmeiras,2010,8,6,12,3,2,3,8,6,2,1,0,2,-3
Cruzeiro,2010,8,7,12,3,2,3,10,8,2,1,0,2,0
Guarani,2010,8,8,12,3,2,3,8,10,-2,0,1,-1,-1
São Paulo,2010,8,9,11,3,3,2,10,8,2,0,1,3,-3
Avaí,2010,8,10,11,3,3,2,12,12,0,1,0,1,-3
Goiás,2010,8,11,11,3,3,2,9,10,-1,0,0,-1,1
Internacional,2010,8,12,10,3,4,1,14,13,1,1,0,2,-6
Atlético-MG,2010,8,13,9,3,5,0,13,18,-5,1,0,1,-8
Botafogo,2010,8,14,9,2,3,3,13,12,1,0,1,-1,-5
Vitória,2010,8,15,9,2,3,3,8,9,-1,0,0,3,-1
Grêmio,2010,8,16,9,2,3,3,11,12,-1,0,0,7,-4
Prudente,2010,8,17,9,2,3,3,10,13,-3,0,0,1,-2
Athletico-PR,2010,8,18,7,2,5,1,10,17,-7,0,2,-2,-8
Vasco,2010,8,19,6,1,4,3,5,12,-7,0,0,-3,-4
Atlético-GO,2010,8,20,4,1,6,1,7,13,-6,0,1,2,-7
Corinthians,2010,9,1,21,6,0,3,16,8,8,1,0,1,1
Fluminense,2010,9,2,19,6,2,1,13,6,7,1,0,6,-3
Ceará,2010,9,3,18,5,1,3,8,3,5,0,1,1,-1
Flamengo,2010,9,4,15,4,2,3,11,8,3,2,0,9,1
Cruzeiro,2010,9,5,15,4,2,3,11,8,3,2,0,3,1
Avaí,2010,9,6,14,4,3,2,16,14,2,2,0,2,-4
Internacional,2010,9,7,13,4,4,1,16,14,2,2,0,3,-7
Guarani,2010,9,8,13,3,2,4,9,11,-2,0,0,1,-2
Santos,2010,9,9,12,3,3,3,16,13,3,0,2,-1,-2
Palmeiras,2010,9,10,12,3,3,3,10,10,0,0,1,3,-4
Vitória,2010,9,11,12,3,3,3,11,11,0,1,0,4,-2
Prudente,2010,9,12,12,3,3,3,12,13,-1,1,0,2,1
São Paulo,2010,9,13,11,3,4,2,12,11,1,0,2,4,-4
Goiás,2010,9,14,11,3,4,2,9,11,-2,0,1,-2,-1
Botafogo,2010,9,15,10,2,3,4,14,13,1,0,0,1,-6
Atlético-MG,2010,9,16,9,3,6,0,13,19,-6,0,1,-1,-9
Grêmio,2010,9,17,9,2,4,3,11,14,-3,0,1,-1,-5
Vasco,2010,9,18,9,2,4,3,8,13,-5,1,0,1,-5
Athletico-PR,2010,9,19,7,2,6,1,11,20,-9,0,3,1,-9
Atlético-GO,2010,9,20,4,1,7,1,7,14,-7,0,2,-1,-8
Fluminense,2010,10,1,22,7,2,1,14,6,8,2,0,7,1
Corinthians,2010,10,2,21,6,1,3,17,11,6,0,1,2,-1
Ceará,2010,10,3,19,5,1,4,9,4,5,0,0,2,-2
Internacional,2010,10,4,16,5,4,1,18,15,3,3,0,4,-8
Flamengo,2010,10,5,16,4,2,4,12,9,3,0,0,10,-1
Cruzeiro,2010,10,6,15,4,3,3,11,9,2,0,1,-1,-1
Avaí,2010,10,7,15,4,3,3,17,15,2,0,0,3,-5
Guarani,2010,10,8,14,3,2,5,10,12,-2,0,0,2,-3
Vitória,2010,10,9,13,3,3,4,13,13,0,0,0,5,-3
Palmeiras,2010,10,10,13,3,3,4,12,12,0,0,0,4,-5
Prudente,2010,10,11,13,3,3,4,13,14,-1,0,0,3,-1
São Paulo,2010,10,12,12,3,4,3,13,12,1,0,0,5,-5
Santos,2010,10,13,12,3,4,3,16,15,1,0,3,-2,-3
Goiás,2010,10,14,12,3,4,3,11,13,-2,0,0,1,-2
Botafogo,2010,10,15,11,2,3,5,16,15,1,0,0,2,-7
Athletico-PR,2010,10,16,10,3,6,1,13,20,-7,1,0,2,1
Grêmio,2010,10,17,10,2,4,4,12,15,-3,0,0,1,-6
Vasco,2010,10,18,10,2,4,4,9,14,-5,0,0,2,-6
Atlético-MG,2010,10,19,9,3,7,0,14,21,-7,0,2,1,-10
Atlético-GO,2010,10,20,7,2,7,1,10,15,-5,1,0,1,-9
Corinthians,2010,11,1,24,7,1,3,20,12,8,1,0,3,-2
Fluminense,2010,11,2,23,7,2,2,15,7,8,0,0,8,-1
Ceará,2010,11,3,20,5,1,5,9,4,5,0,0,-1,1
Internacional,2010,11,4,19,6,4,1,19,15,4,4,0,5,1
Flamengo,2010,11,5,16,4,3,4,12,10,2,0,1,-1,-2
Avaí,2010,11,6,16,4,3,4,17,15,2,0,0,-1,1
Cruzeiro,2010,11,7,16,4,3,4,13,11,2,0,0,1,-2
Santos,2010,11,8,15,4,4,3,17,15,2,1,0,1,1
Palmeiras,2010,11,9,14,3,3,5,12,12,0,0,0,-1,-4
Vitória,2010,11,10,14,3,3,5,13,13,0,0,0,-1,-2
Prudente,2010,11,11,14,3,3,5,13,14,-1,0,0,-1,1
Guarani,2010,11,12,14,3,3,5,11,15,-4,0,1,3,-4
Athletico-PR,2010,11,13,13,4,6,1,15,20,-5,2,0,3,1
Vasco,2010,11,14,13,3,4,4,11,14,-3,1,0,3,1
São Paulo,2010,11,15,12,3,5,3,13,13,0,0,1,-1,-6
Goiás,2010,11,16,12,3,5,3,11,15,-4,0,1,-1,-3
Botafogo,2010,11,17,12,2,3,6,17,16,1,0,0,3,-8
Grêmio,2010,11,18,11,2,4,5,14,17,-3,0,0,2,-7
Atlético-MG,2010,11,19,10,3,7,1,14,21,-7,0,0,-1,-9
Atlético-GO,2010,11,20,7,2,8,1,10,17,-7,0,1,-1,-10
Fluminense,2010,12,1,26,8,2,2,18,8,10,1,0,9,-2
Corinthians,2010,12,2,25,7,1,4,21,13,8,0,0,4,-3
Internacional,2010,12,3,20,6,4,2,19,15,4,0,0,-1,1
Ceará,2010,12,4,20,5,2,5,10,6,4,0,1,1,-1
Avaí,2010,12,5,19,5,3,4,21,16,5,1,0,1,-1
Cruzeiro,2010,12,6,19,5,3,4,14,11,3,1,0,2,-1
Santos,2010,12,7,18,5,4,3,19,16,3,2,0,2,-1
Flamengo,2010,12,8,17,4,3,5,12,10,2,0,0,-2,1
São Paulo,2010,12,9,15,4,5,3,15,14,1,1,0,1,-7
Botafogo,2010,12,10,15,3,3,6,20,17,3,1,0,4,-9
Palmeiras,2010,12,11,15,3,3,6,13,13,0,0,0,1,-5
Guarani,2010,12,12,15,3,3,6,12,16,-4,0,0,4,-5
Vitória,2010,12,13,14,3,4,5,14,16,-2,0,1,1,-3
Prudente,2010,12,14,14,3,4,5,14,16,-2,0,1,1,-1
Vasco,2010,12,15,14,3,4,5,11,14,-3,0,0,-1,1
Athletico-PR,2010,12,16,13,4,7,1,16,23,-7,0,1,4,-1
Goiás,2010,12,17,12,3,6,3,12,19,-7,0,2,1,-4
Grêmio,2010,12,18,12,2,4,6,14,17,-3,0,0,-1,-6
Atlético-MG,2010,12,19,10,3,8,1,14,22,-8,0,1,-2,-10
Atlético-GO,2010,12,20,8,2,8,2,11,18,-7,0,0,1,-11
Fluminense,2010,13,1,29,9,2,2,20,9,11,2,0,10,-3
Corinthians,2010,13,2,28,8,1,4,22,13,9,1,0,5,1
Santos,2010,13,3,21,6,4,3,20,16,4,3,0,3,1
Ceará,2010,13,4,21,5,2,6,10,6,4,0,0,-1,1
Internacional,2010,13,5,20,6,5,2,19,16,3,0,1,-2,-1
Cruzeiro,2010,13,6,20,5,3,5,14,11,3,0,0,-1,1
Avaí,2010,13,7,19,5,4,4,22,20,2,0,1,2,-2
Botafogo,2010,13,8,18,4,3,6,23,17,6,2,0,5,1
Guarani,2010,13,9,18,4,3,6,16,17,-1,1,0,5,-6
Flamengo,2010,13,10,17,4,4,5,12,11,1,0,1,-3,-1
Vasco,2010,13,11,17,4,4,5,12,14,-2,1,0,1,1
São Paulo,2010,13,12,16,4,5,4,16,15,1,0,0,2,-8
Palmeiras,2010,13,13,16,3,3,7,14,14,0,0,0,2,-6
Prudente,2010,13,14,15,3,4,6,14,16,-2,0,0,-1,0
Athletico-PR,2010,13,15,14,4,7,2,17,24,-7,0,0,5,-2
Vitória,2010,13,16,14,3,5,5,14,17,-3,0,2,-1,-4
Goiás,2010,13,17,13,3,6,4,13,20,-7,0,0,2,-5
Grêmio,2010,13,18,12,2,5,6,15,19,-4,0,1,1,-7
Atlético-MG,2010,13,19,10,3,9,1,14,25,-11,0,2,-3,-11
Atlético-GO,2010,13,20,9,2,8,3,11,18,-7,0,0,-1,-10
Fluminense,2010,14,1,32,10,2,2,23,9,14,3,0,11,1
Corinthians,2010,14,2,28,8,2,4,24,16,8,0,1,6,-1
Avaí,2010,14,3,22,6,4,4,25,22,3,1,0,3,-3
Santos,2010,14,4,21,6,5,3,22,20,2,0,1,4,-1
Botafogo,2010,14,5,21,5,3,6,25,17,8,3,0,6,1
Ceará,2010,14,6,21,5,3,6,10,7,3,0,1,-2,-1
Cruzeiro,2010,14,7,21,5,3,6,16,13,3,0,0,1,-1
Internacional,2010,14,8,20,6,6,2,19,19,0,0,2,-3,-2
Flamengo,2010,14,9,20,5,4,5,13,11,2,1,0,1,1
Vasco,2010,14,10,20,5,4,5,14,15,-1,2,0,2,-1
Palmeiras,2010,14,11,19,4,3,7,16,14,2,1,0,3,1
Guarani,2010,14,12,18,4,4,6,17,20,-3,0,1,6,-7
São Paulo,2010,14,13,17,4,5,5,18,17,1,0,0,3,-9
Vitória,2010,14,14,17,4,5,5,18,19,-1,1,0,1,-5
Grêmio,2010,14,15,15,3,5,6,17,19,-2,1,0,2,1
Prudente,2010,14,16,15,3,5,6,15,18,-3,0,1,1,-1
Athletico-PR,2010,14,17,14,4,8,2,17,26,-9,0,1,-1,-3
Atlético-MG,2010,14,18,13,4,9,1,17,26,-9,1,0,1,-12
Goiás,2010,14,19,13,3,7,4,13,22,-9,0,1,-1,-6
Atlético-GO,2010,14,20,9,2,9,3,11,20,-9,0,1,-2,-11
Fluminense,2010,15,1,33,10,2,3,25,11,14,0,0,12,-1
Corinthians,2010,15,2,31,9,2,4,27,16,11,1,0,7,1
Santos,2010,15,3,24,7,5,3,24,20,4,1,0,5,1
Botafogo,2010,15,4,24,6,3,6,26,17,9,4,0,7,1
Ceará,2010,15,5,24,6,3,6,12,8,4,1,0,1,-2
Avaí,2010,15,6,22,6,5,4,25,23,2,0,1,-1,-4
Internacional,2010,15,7,21,6,6,3,20,20,0,0,0,1,-3
Cruzeiro,2010,15,8,21,5,4,6,16,14,2,0,1,-1,-2
Vasco,2010,15,9,21,5,4,6,16,17,-1,0,0,3,-2
Flamengo,2010,15,10,20,5,5,5,13,12,1,0,1,-1,-1
Vitória,2010,15,11,20,5,5,5,19,19,0,2,0,2,-4
Palmeiras,2010,15,12,20,4,3,8,16,14,2,0,0,-1,1
Guarani,2010,15,13,19,4,4,7,17,20,-3,0,0,-1,1
Prudente,2010,15,14,18,4,5,6,17,19,-2,1,0,2,-2
Athletico-PR,2010,15,15,17,5,8,2,18,26,-8,1,0,1,1
São Paulo,2010,15,16,17,4,6,5,18,20,-2,0,1,-1,-10
Grêmio,2010,15,17,15,3,6,6,18,21,-3,0,1,3,-1
Atlético-MG,2010,15,18,13,4,10,1,17,28,-11,0,1,-1,-13
Goiás,2010,15,19,13,3,8,4,14,24,-10,0,2,1,-7
Atlético-GO,2010,15,20,10,2,9,4,12,21,-9,0,0,1,-12
Fluminense,2010,16,1,36,11,2,3,28,11,17,1,0,13,0
Corinthians,2010,16,2,31,9,3,4,27,17,10,0,1,-1,-1
Santos,2010,16,3,27,8,5,3,26,21,5,2,0,6,-1
Botafogo,2010,16,4,27,7,3,6,27,17,10,5,0,8,1
Internacional,2010,16,5,24,7,6,3,21,20,1,1,0,2,-2
Cruzeiro,2010,16,6,24,6,4,6,17,14,3,1,0,1,1
Ceará,2010,16,7,24,6,4,6,12,9,3,0,1,-1,-3
Avaí,2010,16,8,22,6,6,4,25,24,1,0,2,-2,-5
Vasco,2010,16,9,22,5,4,7,16,17,-1,0,0,-1,-1
Flamengo,2010,16,10,21,5,5,6,13,12,1,0,0,-2,1
Vitória,2010,16,11,21,5,5,6,20,20,0,0,0,3,-5
Athletico-PR,2010,16,12,20,6,8,2,19,26,-7,2,0,2,1
Palmeiras,2010,16,13,20,4,4,8,16,17,-1,0,1,-2,-1
Guarani,2010,16,14,20,4,4,8,18,21,-3,0,0,1,-1
São Paulo,2010,16,15,18,4,6,6,18,20,-2,0,0,-2,1
Prudente,2010,16,16,18,4,6,6,17,20,-3,0,1,-1,-3
Grêmio,2010,16,17,15,3,7,6,19,23,-4,0,2,4,-2
Atlético-MG,2010,16,18,14,4,10,2,17,28,-11,0,0,-2,-12
Atlético-GO,2010,16,19,13,3,9,4,15,21,-6,1,0,2,-11
Goiás,2010,16,20,13,3,9,4,14,27,-13,0,3,-1,-8
Fluminense,2010,17,1,37,11,2,4,30,13,17,0,0,14,-1
Corinthians,2010,17,2,34,10,3,4,29,18,11,1,0,1,-2
Santos,2010,17,3,30,9,5,3,28,21,7,3,0,7,1
Internacional,2010,17,4,27,8,6,3,22,20,2,2,0,3,1
Botafogo,2010,17,5,27,7,4,6,27,18,9,0,1,-1,-1
Ceará,2010,17,6,25,6,4,7,14,11,3,0,0,1,-4
Cruzeiro,2010,17,7,25,6,4,7,18,15,3,0,0,2,-1
Avaí,2010,17,8,23,6,6,5,27,26,1,0,0,1,-6
Palmeiras,2010,17,9,23,5,4,8,18,18,0,1,0,1,-2
Vasco,2010,17,10,23,5,4,8,17,18,-1,0,0,1,-2
Guarani,2010,17,11,23,5,4,8,20,22,-2,1,0,2,-2
Athletico-PR,2010,17,12,21,6,8,3,20,27,-7,0,0,3,-1
Flamengo,2010,17,13,21,5,6,6,14,14,0,0,1,1,-1
Vitória,2010,17,14,21,5,6,6,21,22,-1,0,1,4,-6
São Paulo,2010,17,15,19,4,6,7,20,22,-2,0,0,1,-1
Prudente,2010,17,16,19,4,6,7,19,22,-3,0,0,1,-4
Grêmio,2010,17,17,16,3,7,7,20,24,-4,0,0,5,-3
Atlético-MG,2010,17,18,14,4,11,2,18,30,-12,0,1,1,-13
