Time,Temporada,Rodada,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
Chapecoense,2016,24,11,34,8,6,10,34,39,-5,1,0,10,1
São Paulo,2016,24,12,31,8,9,7,26,25,1,1,0,2,-2
Sport,2016,24,13,30,8,10,6,36,39,-3,1,0,1,-4
Cruzeiro,2016,24,14,29,8,11,5,32,37,-5,0,1,-1,-1
Coritiba,2016,24,15,29,7,9,8,29,30,-1,0,1,-1,-1
Internacional,2016,24,16,27,7,11,6,26,29,-3,0,1,4,-16
Figueirense,2016,24,17,27,6,9,9,22,30,-8,0,1,4,-1
Vitória,2016,24,18,26,6,10,8,31,37,-6,0,2,7,-10
Santa Cruz,2016,24,19,20,5,14,5,27,38,-11,0,1,2,-7
América-MG,2016,24,20,14,3,16,5,15,38,-23,0,0,1,-5
Palmeiras,2016,25,1,48,14,5,6,43,24,19,0,0,1,-5
Flamengo,2016,25,2,47,14,6,5,33,25,8,0,0,5,-6
Atlético-MG,2016,25,3,45,13,6,6,40,34,6,1,0,5,1
Santos,2016,25,4,42,13,9,3,40,23,17,2,0,3,-3
Corinthians,2016,25,5,41,12,8,5,35,24,11,0,0,3,-2
Ponte Preta,2016,25,6,38,11,9,5,34,36,-2,1,0,8,1
Fluminense,2016,25,7,37,10,8,7,30,27,3,0,1,2,-4
Grêmio,2016,25,8,37,10,8,7,32,31,1,0,1,-3,-1
Chapecoense,2016,25,9,37,9,6,10,36,40,-4,2,0,11,-1
Athletico-PR,2016,25,10,36,11,11,3,23,23,0,0,1,-1,-3
Botafogo,2016,25,11,35,10,10,5,32,32,0,0,1,-1,-1
São Paulo,2016,25,12,34,9,9,7,27,25,2,2,0,3,1
Sport,2016,25,13,30,8,11,6,36,40,-4,0,1,-1,-5
Coritiba,2016,25,14,30,7,9,9,30,31,-1,0,0,1,-2
Cruzeiro,2016,25,15,29,8,12,5,32,38,-6,0,2,-2,-2
Vitória,2016,25,16,29,7,10,8,32,37,-5,1,0,8,-9
Figueirense,2016,25,17,28,6,9,10,24,32,-8,0,0,5,-2
Internacional,2016,25,18,27,7,12,6,26,30,-4,0,2,-1,-17
Santa Cruz,2016,25,19,23,6,14,5,28,38,-10,1,0,3,1
América-MG,2016,25,20,15,3,16,6,17,40,-23,0,0,2,-6
Palmeiras,2016,26,1,51,15,5,6,45,24,21,1,0,2,-4
Flamengo,2016,26,2,50,15,6,5,35,25,10,1,0,6,1
Atlético-MG,2016,26,3,46,13,6,7,41,35,6,0,0,6,-1
Santos,2016,26,4,45,14,9,3,43,25,18,3,0,4,-4
Corinthians,2016,26,5,41,12,9,5,35,26,9,0,1,-1,-3
Fluminense,2016,26,6,40,11,8,7,31,27,4,1,0,3,-3
Athletico-PR,2016,26,7,39,12,11,3,24,23,1,1,0,1,1
Ponte Preta,2016,26,8,39,11,9,6,36,38,-2,0,0,9,-1
Botafogo,2016,26,9,38,11,10,5,33,32,1,1,0,1,0
Chapecoense,2016,26,10,38,9,6,11,38,42,-4,0,0,12,-2
Grêmio,2016,26,11,37,10,9,7,32,32,0,0,2,-4,-2
São Paulo,2016,26,12,34,9,10,7,27,26,1,0,1,-1,-1
Coritiba,2016,26,13,33,8,9,9,31,31,0,1,0,2,-1
Sport,2016,26,14,30,8,12,6,36,41,-5,0,2,-2,-6
Cruzeiro,2016,26,15,30,8,12,6,33,39,-6,0,0,1,-3
Vitória,2016,26,16,29,7,11,8,32,38,-6,0,1,-1,-10
Figueirense,2016,26,17,28,6,10,10,24,34,-10,0,1,-1,-3
Internacional,2016,26,18,27,7,13,6,26,31,-5,0,3,-2,-18
Santa Cruz,2016,26,19,23,6,15,5,30,41,-11,0,1,4,-1
América-MG,2016,26,20,18,4,16,6,18,40,-22,1,0,3,1
Palmeiras,2016,27,1,54,16,5,6,47,25,22,2,0,3,-5
Flamengo,2016,27,2,53,16,6,5,37,26,11,2,0,7,-1
Atlético-MG,2016,27,3,49,14,6,7,44,36,8,1,0,7,-2
Santos,2016,27,4,45,14,10,3,43,26,17,0,1,-1,-5
Fluminense,2016,27,5,43,12,8,7,32,27,5,2,0,4,-2
Athletico-PR,2016,27,6,42,13,11,3,27,23,4,2,0,2,1
Corinthians,2016,27,7,41,12,10,5,35,27,8,0,2,-2,-4
Grêmio,2016,27,8,40,11,9,7,33,32,1,1,0,1,1
Ponte Preta,2016,27,9,39,11,10,6,36,41,-5,0,1,-1,-2
Botafogo,2016,27,10,38,11,11,5,33,33,0,0,1,-1,-1
Chapecoense,2016,27,11,38,9,7,11,38,43,-5,0,1,-1,-3
São Paulo,2016,27,12,34,9,11,7,27,28,-1,0,2,-2,-2
Sport,2016,27,13,33,9,12,6,37,41,-4,1,0,1,1
Coritiba,2016,27,14,33,8,10,9,32,33,-1,0,1,3,-2
Vitória,2016,27,15,32,8,11,8,34,38,-4,1,0,1,1
Figueirense,2016,27,16,31,7,10,10,27,35,-8,1,0,1,-4
Cruzeiro,2016,27,17,30,8,13,6,34,41,-7,0,1,2,-4
Internacional,2016,27,18,27,7,14,6,27,34,-7,0,4,1,-19
Santa Cruz,2016,27,19,23,6,16,5,31,44,-13,0,2,5,-2
América-MG,2016,27,20,21,5,16,6,19,40,-21,2,0,4,1
Palmeiras,2016,28,1,57,17,5,6,50,27,23,3,0,4,-6
Flamengo,2016,28,2,54,16,6,6,37,26,11,0,0,-1,0
Atlético-MG,2016,28,3,52,15,6,7,46,37,9,2,0,8,-3
Santos,2016,28,4,48,15,10,3,45,26,19,1,0,1,1
Fluminense,2016,28,5,46,13,8,7,35,28,7,3,0,5,-3
Athletico-PR,2016,28,6,42,13,12,3,27,25,2,0,1,-1,-1
Corinthians,2016,28,7,41,12,11,5,35,29,6,0,3,-3,-5
Botafogo,2016,28,8,41,12,11,5,35,33,2,1,0,1,1
Grêmio,2016,28,9,40,11,10,7,33,33,0,0,1,-1,-1
Ponte Preta,2016,28,10,39,11,11,6,37,43,-6,0,2,1,-3
Chapecoense,2016,28,11,38,9,8,11,39,47,-8,0,2,1,-4
Coritiba,2016,28,12,36,9,10,9,35,33,2,1,0,4,1
São Paulo,2016,28,13,35,9,11,8,27,28,-1,0,0,-3,1
Vitória,2016,28,14,35,9,11,8,38,39,-1,2,0,2,-1
Cruzeiro,2016,28,15,33,9,13,6,35,41,-6,1,0,3,1
Sport,2016,28,16,33,9,13,6,38,44,-6,0,1,2,-1
Figueirense,2016,28,17,31,7,11,10,27,36,-9,0,1,-1,-5
Internacional,2016,28,18,30,8,14,6,28,34,-6,1,0,2,1
Santa Cruz,2016,28,19,23,6,17,5,33,47,-14,0,3,6,-3
América-MG,2016,28,20,21,5,17,6,19,43,-24,0,1,-1,-1
Palmeiras,2016,29,1,60,18,5,6,52,27,25,4,0,5,-5
Flamengo,2016,29,2,57,17,6,6,40,26,14,1,0,1,1
Atlético-MG,2016,29,3,53,15,6,8,46,37,9,0,0,-1,-2
Santos,2016,29,4,51,16,10,3,47,27,20,2,0,2,-1
Fluminense,2016,29,5,46,13,9,7,36,30,6,0,1,6,-4
Athletico-PR,2016,29,6,45,14,12,3,30,26,4,1,0,1,-2
Botafogo,2016,29,7,44,13,11,5,36,33,3,2,0,2,1
Grêmio,2016,29,8,43,12,10,7,34,33,1,1,0,1,0
Corinthians,2016,29,9,42,12,11,6,35,29,6,0,0,-4,1
Ponte Preta,2016,29,10,39,11,12,6,37,45,-8,0,3,-1,-4
Chapecoense,2016,29,11,38,9,9,11,40,50,-10,0,3,2,-5
Cruzeiro,2016,29,12,36,10,13,6,37,41,-4,2,0,4,1
Coritiba,2016,29,13,36,9,11,9,35,34,1,0,1,-1,-1
São Paulo,2016,29,14,36,9,11,9,28,29,-1,0,0,1,-1
Vitória,2016,29,15,35,9,12,8,38,40,-2,0,1,-1,-2
Sport,2016,29,16,34,9,13,7,39,45,-6,0,0,3,-2
Internacional,2016,29,17,33,9,14,6,29,34,-5,2,0,3,1
Figueirense,2016,29,18,31,7,12,10,27,37,-10,0,2,-2,-6
Santa Cruz,2016,29,19,23,6,18,5,33,50,-17,0,4,-1,-4
América-MG,2016,29,20,21,5,18,6,19,45,-26,0,2,-2,-2
Palmeiras,2016,30,1,61,18,5,7,52,27,25,0,0,-1,1
Flamengo,2016,30,2,60,18,6,6,42,27,15,2,0,2,-1
Atlético-MG,2016,30,3,56,16,6,8,49,37,12,1,0,1,1
Santos,2016,30,4,54,17,10,3,48,27,21,3,0,3,0
Botafogo,2016,30,5,47,14,11,5,37,33,4,3,0,3,1
Fluminense,2016,30,6,46,13,10,7,37,32,5,0,2,7,-5
Grêmio,2016,30,7,46,13,10,7,35,33,2,2,0,2,1
Athletico-PR,2016,30,8,45,14,13,3,30,27,3,0,1,-1,-3
Corinthians,2016,30,9,45,13,11,6,39,31,8,1,0,1,-1
Ponte Preta,2016,30,10,42,12,12,6,39,45,-6,1,0,1,1
Chapecoense,2016,30,11,41,10,9,11,43,50,-7,1,0,3,1
Cruzeiro,2016,30,12,37,10,13,7,37,41,-4,0,0,-1,1
Coritiba,2016,30,13,37,9,11,10,35,34,1,0,0,-2,1
São Paulo,2016,30,14,36,9,12,9,28,30,-2,0,1,-1,-2
Vitória,2016,30,15,35,9,13,8,38,42,-4,0,2,-2,-3
Sport,2016,30,16,34,9,14,7,39,48,-9,0,1,-1,-3
Internacional,2016,30,17,33,9,15,6,29,35,-6,0,1,-1,-1
Figueirense,2016,30,18,32,7,12,11,27,37,-10,0,0,-3,-5
Santa Cruz,2016,30,19,23,6,19,5,35,54,-19,0,5,1,-5
América-MG,2016,30,20,21,5,19,6,19,48,-29,0,3,-3,-3
Palmeiras,2016,31,1,64,19,5,7,54,28,26,1,0,1,-1
Flamengo,2016,31,2,60,18,7,6,43,29,14,0,1,3,-2
Atlético-MG,2016,31,3,56,16,7,8,51,40,11,0,1,2,-1
Santos,2016,31,4,55,17,10,4,49,28,21,0,0,4,-1
Botafogo,2016,31,5,50,15,11,5,40,35,5,4,0,4,-1
Athletico-PR,2016,31,6,48,15,13,3,32,27,5,1,0,1,1
Corinthians,2016,31,7,48,14,11,6,41,31,10,2,0,2,1
Grêmio,2016,31,8,47,13,10,8,36,34,2,0,0,3,-1
Fluminense,2016,31,9,46,13,11,7,38,34,4,0,3,8,-6
Ponte Preta,2016,31,10,45,13,12,6,42,45,-3,2,0,2,1
Chapecoense,2016,31,11,42,10,9,12,43,50,-7,0,0,-1,1
São Paulo,2016,31,12,39,10,12,9,30,31,-1,1,0,1,-3
Cruzeiro,2016,31,13,38,10,13,8,37,41,-4,0,0,-2,1
Sport,2016,31,14,37,10,14,7,40,48,-8,1,0,1,1
Coritiba,2016,31,15,37,9,12,10,35,36,-1,0,1,-3,-1
Internacional,2016,31,16,36,10,15,6,31,36,-5,1,0,1,-2
Vitória,2016,31,17,35,9,14,8,38,43,-5,0,3,-3,-4
Figueirense,2016,31,18,32,7,13,11,28,39,-11,0,1,1,-6
Santa Cruz,2016,31,19,23,6,20,5,35,57,-22,0,6,-1,-6
América-MG,2016,31,20,21,5,20,6,19,50,-31,0,4,-4,-4
Palmeiras,2016,32,1,67,20,5,7,56,29,27,2,0,2,-2
Flamengo,2016,32,2,61,18,7,7,45,31,14,0,0,4,-3
Atlético-MG,2016,32,3,59,17,7,8,54,40,14,1,0,3,1
Santos,2016,32,4,58,18,10,4,50,28,22,1,0,5,0
Botafogo,2016,32,5,53,16,11,5,41,35,6,5,0,5,0
Corinthians,2016,32,6,49,14,11,7,43,33,10,0,0,3,-1
Athletico-PR,2016,32,7,48,15,14,3,32,28,4,0,1,-1,-1
Grêmio,2016,32,8,48,13,10,9,36,34,2,0,0,-1,1
Fluminense,2016,32,9,47,13,11,8,39,35,4,0,0,9,-7
Ponte Preta,2016,32,10,45,13,13,6,42,47,-5,0,1,-1,-1
São Paulo,2016,32,11,42,11,12,9,32,31,1,2,0,2,1
Chapecoense,2016,32,12,42,10,10,12,43,51,-8,0,1,-2,-1
Cruzeiro,2016,32,13,41,11,13,8,38,41,-3,1,0,1,1
Coritiba,2016,32,14,38,9,12,11,36,37,-1,0,0,1,-2
Internacional,2016,32,15,37,10,15,7,31,36,-5,0,0,-1,-1
Sport,2016,32,16,37,10,15,7,41,50,-9,0,1,2,-1
Vitória,2016,32,17,35,9,15,8,38,44,-6,0,4,-4,-5
Figueirense,2016,32,18,32,7,14,11,28,42,-14,0,2,-1,-7
América-MG,2016,32,19,24,6,20,6,20,50,-30,1,0,1,1
Santa Cruz,2016,32,20,23,6,21,5,35,58,-23,0,7,-2,-7
Palmeiras,2016,33,1,67,20,6,7,56,30,26,0,1,-1,-3
Flamengo,2016,33,2,62,18,7,8,47,33,14,0,0,5,-4
Santos,2016,33,3,61,19,10,4,51,28,23,2,0,6,1
Atlético-MG,2016,33,4,60,17,7,9,56,42,14,0,0,4,-1
Botafogo,2016,33,5,54,16,11,6,41,35,6,0,0,-1,1
Athletico-PR,2016,33,6,51,16,14,3,33,28,5,1,0,1,1
Corinthians,2016,33,7,50,14,11,8,44,34,10,0,0,4,-2
Grêmio,2016,33,8,49,13,10,10,36,34,2,0,0,-2,1
Fluminense,2016,33,9,48,13,11,9,41,37,4,0,0,10,-8
Ponte Preta,2016,33,10,45,13,14,6,42,48,-6,0,2,-2,-2
Chapecoense,2016,33,11,43,10,10,13,44,52,-8,0,0,1,-2
São Paulo,2016,33,12,42,11,13,9,32,32,0,0,1,-1,-1
Cruzeiro,2016,33,13,41,11,14,8,38,42,-4,0,1,-1,-1
Sport,2016,33,14,40,11,15,7,42,50,-8,1,0,3,1
Coritiba,2016,33,15,39,9,12,12,36,37,-1,0,0,-1,-1
Internacional,2016,33,16,38,10,15,8,32,37,-5,0,0,1,-2
Vitória,2016,33,17,36,9,15,9,40,46,-6,0,0,1,-6
Figueirense,2016,33,18,33,7,14,12,28,42,-14,0,0,-2,1
América-MG,2016,33,19,27,7,20,6,21,50,-29,2,0,2,1
Santa Cruz,2016,33,20,24,6,21,6,36,59,-23,0,0,1,-8
Palmeiras,2016,34,1,70,21,6,7,57,30,27,1,0,1,1
Santos,2016,34,2,64,20,10,4,53,29,24,3,0,7,-1
Flamengo,2016,34,3,63,18,7,9,47,33,14,0,0,-1,1
Atlético-MG,2016,34,4,60,17,8,9,56,44,12,0,1,-1,-2
Botafogo,2016,34,5,55,16,11,7,41,35,6,0,0,-2,1
Athletico-PR,2016,34,6,51,16,15,3,35,31,4,0,1,2,-1
Corinthians,2016,34,7,50,14,12,8,44,38,6,0,1,-1,-3
Grêmio,2016,34,8,49,13,11,10,36,37,-1,0,1,-3,-1
Fluminense,2016,34,9,48,13,12,9,43,41,2,0,1,11,-9
Chapecoense,2016,34,10,46,11,10,13,45,52,-7,1,0,2,1
Ponte Preta,2016,34,11,45,13,15,6,43,50,-7,0,3,1,-3
São Paulo,2016,34,12,45,12,13,9,36,32,4,1,0,1,1
Cruzeiro,2016,34,13,44,12,14,8,42,44,-2,1,0,1,-2
Sport,2016,34,14,43,12,15,7,45,50,-5,2,0,4,1
Coritiba,2016,34,15,42,10,12,12,38,37,1,1,0,1,1
Vitória,2016,34,16,39,10,15,9,43,48,-5,1,0,2,-7
Internacional,2016,34,17,38,10,16,8,32,38,-6,0,1,-1,-3
Figueirense,2016,34,18,33,7,15,12,28,43,-15,0,1,-3,-1
Santa Cruz,2016,34,19,27,7,21,6,37,59,-22,1,0,2,1
América-MG,2016,34,20,27,7,21,6,21,51,-30,0,1,-1,-1
Palmeiras,2016,35,1,71,21,6,8,58,31,27,0,0,2,-1
Santos,2016,35,2,67,21,10,4,56,31,25,4,0,8,-2
Flamengo,2016,35,3,66,19,7,9,48,33,15,1,0,1,1
Atlético-MG,2016,35,4,61,17,8,10,57,45,12,0,0,1,-3
Botafogo,2016,35,5,55,16,12,7,41,37,4,0,1,-3,-1
Athletico-PR,2016,35,6,52,16,15,4,36,32,4,0,0,3,-2
Corinthians,2016,35,7,51,14,12,9,45,39,6,0,0,1,-4
Grêmio,2016,35,8,50,13,11,11,37,38,-1,0,0,1,-2
Fluminense,2016,35,9,49,13,12,10,44,42,2,0,0,12,-10
Chapecoense,2016,35,10,49,12,10,13,47,52,-5,2,0,3,1
Cruzeiro,2016,35,11,47,13,14,8,43,44,-1,2,0,2,-1
Ponte Preta,2016,35,12,46,13,15,7,44,51,-7,0,0,2,-4
São Paulo,2016,35,13,46,12,13,10,37,33,4,0,0,2,-1
Coritiba,2016,35,14,45,11,12,12,39,37,2,2,0,2,1
Sport,2016,35,15,43,12,16,7,45,51,-6,0,1,-1,-1
Internacional,2016,35,16,39,10,16,9,33,39,-6,0,0,1,-4
Vitória,2016,35,17,39,10,16,9,45,51,-6,0,1,3,-8
Figueirense,2016,35,18,34,7,15,13,29,44,-15,0,0,1,-2
Santa Cruz,2016,35,19,27,7,22,6,37,60,-23,0,1,-1,-1
América-MG,2016,35,20,27,7,22,6,21,52,-31,0,2,-2,-2
Palmeiras,2016,36,1,74,22,6,8,59,31,28,1,0,3,1
Santos,2016,36,2,68,21,10,5,58,33,25,0,0,9,-3
Flamengo,2016,36,3,67,19,7,10,50,35,15,0,0,2,-1
Atlético-MG,2016,36,4,62,17,8,11,60,48,12,0,0,2,-4
Athletico-PR,2016,36,5,55,17,15,4,38,32,6,1,0,4,1
Botafogo,2016,36,6,55,16,13,7,41,38,3,0,2,-4,-2
Corinthians,2016,36,7,54,15,12,9,46,39,7,1,0,2,1
Grêmio,2016,36,8,53,14,11,11,40,38,2,1,0,2,1
Chapecoense,2016,36,9,52,13,10,13,49,52,-3,3,0,4,1
Ponte Preta,2016,36,10,49,14,15,7,45,51,-6,1,0,3,1
Fluminense,2016,36,11,49,13,13,10,44,43,1,0,1,-1,-11
Cruzeiro,2016,36,12,48,13,14,9,45,46,-1,0,0,3,-2
São Paulo,2016,36,13,46,12,14,10,37,35,2,0,1,-1,-2
Coritiba,2016,36,14,46,11,12,13,41,39,2,0,0,3,-1
Sport,2016,36,15,43,12,17,7,45,53,-8,0,2,-2,-2
Vitória,2016,36,16,42,11,16,9,49,51,-2,1,0,4,1
Internacional,2016,36,17,39,10,17,9,33,40,-7,0,1,-1,-5
Figueirense,2016,36,18,34,7,16,13,29,48,-19,0,1,-1,-3
Santa Cruz,2016,36,19,28,7,22,7,40,63,-23,0,0,1,-2
América-MG,2016,36,20,27,7,23,6,21,55,-34,0,3,-3,-3
Palmeiras,2016,37,1,77,23,6,8,60,31,29,2,0,4,1
Flamengo,2016,37,2,70,20,7,10,52,35,17,1,0,3,1
Santos,2016,37,3,68,21,11,5,58,35,23,0,1,-1,-4
Atlético-MG,2016,37,4,62,17,9,11,61,50,11,0,1,3,-5
Athletico-PR,2016,37,5,56,17,15,5,38,32,6,0,0,-1,1
Botafogo,2016,37,6,56,16,13,8,42,39,3,0,0,1,-3
Corinthians,2016,37,7,55,15,12,10,46,39,7,0,0,-1,1
Grêmio,2016,37,8,53,14,12,11,41,43,-2,0,1,3,-1
Chapecoense,2016,37,9,52,13,11,13,49,53,-4,0,1,-1,-1
Ponte Preta,2016,37,10,50,14,15,8,46,52,-6,0,0,4,-1
São Paulo,2016,37,11,49,13,14,10,39,36,3,1,0,1,-3
Fluminense,2016,37,12,49,13,14,10,44,44,0,0,2,-2,-12
Cruzeiro,2016,37,13,48,13,15,9,45,47,-2,0,1,-1,-3
Coritiba,2016,37,14,46,11,13,13,41,40,1,0,1,-1,-2
Vitória,2016,37,15,45,12,16,9,50,51,-1,2,0,5,1
Sport,2016,37,16,44,12,17,8,47,55,-8,0,0,1,-3
Internacional,2016,37,17,42,11,17,9,34,40,-6,1,0,1,1
Figueirense,2016,37,18,37,8,16,13,30,48,-18,1,0,1,1
Santa Cruz,2016,37,19,31,8,22,7,45,64,-19,1,0,2,-3
América-MG,2016,37,20,28,7,23,7,23,57,-34,0,0,1,-4
Palmeiras,2016,38,1,80,24,6,8,62,32,30,3,0,5,-1
Santos,2016,38,2,71,22,11,5,59,35,24,1,0,1,1
Flamengo,2016,38,3,71,20,7,11,52,35,17,0,0,-1,1
Atlético-MG,2016,38,4,63,17,9,12,61,50,11,0,0,-1,-4
Botafogo,2016,38,5,59,17,13,8,43,39,4,1,0,2,-2
Athletico-PR,2016,38,6,57,17,15,6,38,32,6,0,0,-2,1
Corinthians,2016,38,7,55,15,13,10,48,42,6,0,1,1,-1
Ponte Preta,2016,38,8,53,15,15,8,48,52,-4,1,0,5,1
Grêmio,2016,38,9,53,14,13,11,41,44,-3,0,2,-1,-2
Chapecoense,2016,38,10,53,13,11,14,49,53,-4,0,0,-2,1
São Paulo,2016,38,11,52,14,14,10,44,36,8,2,0,2,1
Cruzeiro,2016,38,12,51,14,15,9,48,49,-1,1,0,1,-4
Fluminense,2016,38,13,50,13,14,11,45,45,0,0,0,1,-13
Sport,2016,38,14,47,13,17,8,49,55,-6,1,0,2,1
Coritiba,2016,38,15,46,11,14,13,41,42,-1,0,2,-2,-3
Vitória,2016,38,16,45,12,17,9,51,53,-2,0,1,6,-1
Internacional,2016,38,17,43,11,17,10,35,41,-6,0,0,2,-1
Figueirense,2016,38,18,37,8,17,13,30,50,-20,0,1,-1,-1
Santa Cruz,2016,38,19,31,8,23,7,45,69,-24,0,1,-1,-4
América-MG,2016,38,20,28,7,24,7,23,58,-35,0,1,-1,-5
Ponte Preta,2017,1,1,3,1,0,0,4,0,4,1,0,1,1
Bahia,2017,1,2,3,1,0,0,6,2,4,1,0,1,-1
Palmeiras,2017,1,3,3,1,0,0,4,0,4,1,0,1,1
Coritiba,2017,1,4,3,1,0,0,4,1,3,1,0,1,-1
Grêmio,2017,1,5,3,1,0,0,2,0,2,1,0,1,1
Cruzeiro,2017,1,6,3,1,0,0,1,0,1,1,0,1,1
Fluminense,2017,1,7,3,1,0,0,3,2,1,1,0,1,-1
Atlético-MG,2017,1,8,1,0,0,1,1,1,0,0,0,1,-1
Chapecoense,2017,1,9,1,0,0,1,1,1,0,0,0,1,-1
Vitória,2017,1,10,1,0,0,1,0,0,0,0,0,-1,1
Avaí,2017,1,11,1,0,0,1,0,0,0,0,0,-1,1
Corinthians,2017,1,12,1,0,0,1,1,1,0,0,0,1,-1
Flamengo,2017,1,13,1,0,0,1,1,1,0,0,0,1,-1
Santos,2017,1,14,0,0,1,0,2,3,-1,0,1,1,-1
São Paulo,2017,1,15,0,0,1,0,0,1,-1,0,1,-1,-1
Botafogo,2017,1,16,0,0,1,0,0,2,-2,0,1,-1,-1
Atlético-GO,2017,1,17,0,0,1,0,1,4,-3,0,1,1,-1
Vasco,2017,1,18,0,0,1,0,0,4,-4,0,1,-1,-1
Sport,2017,1,19,0,0,1,0,0,4,-4,0,1,-1,-1
Athletico-PR,2017,1,20,0,0,1,0,2,6,-4,0,1,1,-1
Grêmio,2017,2,1,6,2,0,0,4,0,4,2,0,2,1
Fluminense,2017,2,2,6,2,0,0,5,3,2,2,0,2,-2
Flamengo,2017,2,3,4,1,0,1,4,1,3,1,0,2,0
Corinthians,2017,2,4,4,1,0,1,2,1,1,1,0,2,0
Cruzeiro,2017,2,5,4,1,0,1,2,1,1,0,0,2,-1
Chapecoense,2017,2,6,4,1,0,1,2,1,1,1,0,2,1
Bahia,2017,2,7,3,1,1,0,7,4,3,0,1,2,-2
Palmeiras,2017,2,8,3,1,1,0,4,1,3,0,1,-1,-1
Ponte Preta,2017,2,9,3,1,1,0,4,2,2,0,1,-1,-1
Coritiba,2017,2,10,3,1,1,0,4,2,2,0,1,-1,-2
São Paulo,2017,2,11,3,1,1,0,2,1,1,1,0,1,1
Botafogo,2017,2,12,3,1,1,0,2,2,0,1,0,1,1
Santos,2017,2,13,3,1,1,0,3,3,0,1,0,2,1
Vasco,2017,2,14,3,1,1,0,2,5,-3,1,0,1,-2
Atlético-MG,2017,2,15,1,0,1,1,2,3,-1,0,1,2,-2
Vitória,2017,2,16,1,0,1,1,0,1,-1,0,1,-2,-1
Avaí,2017,2,17,1,0,1,1,0,2,-2,0,1,-2,-1
Sport,2017,2,18,1,0,1,1,1,5,-4,0,0,1,-2
Atlético-GO,2017,2,19,0,0,2,0,1,7,-6,0,2,-1,-2
Athletico-PR,2017,2,20,0,0,2,0,2,8,-6,0,2,-1,-2
Chapecoense,2017,3,1,7,2,0,1,4,1,3,2,0,3,1
Cruzeiro,2017,3,2,7,2,0,1,3,1,2,1,0,3,0
Corinthians,2017,3,3,7,2,0,1,3,1,2,2,0,3,1
São Paulo,2017,3,4,6,2,1,0,4,1,3,2,0,2,1
Coritiba,2017,3,5,6,2,1,0,5,2,3,1,0,1,-1
Grêmio,2017,3,6,6,2,1,0,7,4,3,0,1,3,-1
Botafogo,2017,3,7,6,2,1,0,3,2,1,2,0,2,1
Fluminense,2017,3,8,6,2,1,0,7,6,1,0,1,3,-3
Vasco,2017,3,9,6,2,1,0,5,7,-2,2,0,2,-3
Flamengo,2017,3,10,5,1,0,2,5,2,3,0,0,3,-1
Ponte Preta,2017,3,11,4,1,1,1,6,4,2,0,0,1,-2
Sport,2017,3,12,4,1,1,1,5,8,-3,1,0,2,-3
Bahia,2017,3,13,3,1,2,0,7,5,2,0,2,-1,-3
Palmeiras,2017,3,14,3,1,2,0,4,3,1,0,2,-2,-2
Santos,2017,3,15,3,1,2,0,3,4,-1,0,1,-1,-1
Atlético-MG,2017,3,16,2,0,1,2,4,5,-1,0,0,3,-3
Vitória,2017,3,17,1,0,2,1,0,2,-2,0,2,-3,-2
Avaí,2017,3,18,1,0,2,1,0,4,-4,0,2,-3,-2
Athletico-PR,2017,3,19,1,0,2,1,3,9,-6,0,0,1,-3
Atlético-GO,2017,3,20,0,0,3,0,1,8,-7,0,3,-2,-3
Chapecoense,2017,4,1,10,3,0,1,6,1,5,3,0,4,1
Corinthians,2017,4,2,10,3,0,1,5,1,4,3,0,4,1
Grêmio,2017,4,3,9,3,1,0,9,4,5,1,0,4,1
Coritiba,2017,4,4,9,3,1,0,6,2,4,2,0,2,1
Fluminense,2017,4,5,9,3,1,0,9,7,2,1,0,4,-4
Ponte Preta,2017,4,6,7,2,1,1,7,4,3,1,0,2,1
Botafogo,2017,4,7,7,2,1,1,3,2,1,0,0,-1,1
Cruzeiro,2017,4,8,7,2,1,1,3,3,0,0,1,-1,-1
Bahia,2017,4,9,6,2,2,0,10,5,5,1,0,1,1
São Paulo,2017,4,10,6,2,2,0,4,2,2,0,1,-1,-1
Vasco,2017,4,11,6,2,2,0,5,9,-4,0,1,-1,-4
Flamengo,2017,4,12,6,1,0,3,5,2,3,0,0,-1,1
Palmeiras,2017,4,13,4,1,2,1,4,3,1,0,0,-3,1
Avaí,2017,4,14,4,1,2,1,1,4,-3,1,0,1,1
Sport,2017,4,15,4,1,2,1,5,9,-4,0,1,-1,-4
Santos,2017,4,16,3,1,3,0,3,6,-3,0,2,-2,-2
Atlético-MG,2017,4,17,3,0,1,3,4,5,-1,0,0,-1,-2
Vitória,2017,4,18,1,0,3,1,1,4,-3,0,3,1,-3
Athletico-PR,2017,4,19,1,0,3,1,3,10,-7,0,1,-1,-4
Atlético-GO,2017,4,20,0,0,4,0,1,11,-10,0,4,-3,-4
Corinthians,2017,5,1,13,4,0,1,10,3,7,4,0,5,-1
Grêmio,2017,5,2,12,4,1,0,15,7,8,2,0,5,-1
Coritiba,2017,5,3,12,4,1,0,7,2,5,3,0,3,1
Fluminense,2017,5,4,10,3,1,1,10,8,2,0,0,5,-5
Chapecoense,2017,5,5,10,3,1,1,9,7,2,0,1,5,-1
Bahia,2017,5,6,9,3,2,0,11,5,6,2,0,2,1
São Paulo,2017,5,7,9,3,2,0,6,2,4,1,0,1,1
