Time,Temporada,Rodada,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
athlético-pr,2013,37,0,61,17,10,10,60,48,12,0,1,2,-4
vasco,2013,37,0,44,11,15,11,49,56,-7,2,0,2,1
vitória,2013,37,0,58,16,11,10,57,51,6,1,0,10,-2
athlético-pr,2013,38,3,64,18,10,10,65,49,16,1,0,3,-5
vitória,2013,38,5,59,16,11,11,59,53,6,0,0,11,-3
bahia,2013,38,14,48,12,14,12,37,45,-8,0,1,4,-2
botafogo-rj,2013,38,4,61,17,11,10,55,41,14,1,0,4,1
cruzeiro,2013,38,1,76,23,8,7,77,37,40,0,0,10,-5
goiás,2013,38,6,59,16,11,11,48,44,4,0,3,-2,-4
internacional,2013,38,15,48,11,12,15,51,52,-1,0,0,-3,1
corinthians,2013,38,10,50,11,10,17,27,22,5,0,1,-4,-1
grêmio,2013,38,2,65,18,9,11,42,35,7,0,0,-1,1
são paulo,2013,38,9,50,14,16,8,39,40,-1,0,2,-2,-4
athlético-pr,2014,1,0,3,1,0,0,1,0,1,1,0,1,1
corinthians,2014,1,0,1,0,0,1,0,0,0,0,0,-1,1
cruzeiro,2014,1,0,3,1,0,0,2,1,1,1,0,1,-1
coritiba,2014,1,0,1,0,0,1,0,0,0,0,0,-1,1
palmeiras,2014,1,0,3,1,0,0,2,1,1,1,0,1,-1
goiás,2014,1,0,1,0,0,1,0,0,0,0,0,-1,1
fluminense,2014,1,0,3,1,0,0,3,0,3,1,0,1,1
internacional,2014,1,0,3,1,0,0,1,0,1,1,0,1,1
sport,2014,1,0,1,0,0,1,1,1,0,0,0,1,-1
são paulo,2014,1,0,3,1,0,0,3,0,3,1,0,1,1
internacional,2014,2,0,4,1,0,1,3,2,1,0,0,2,-1
corinthians,2014,2,0,4,1,0,1,2,0,2,1,0,1,1
santos,2014,2,0,2,0,0,2,1,1,0,0,0,-1,0
são paulo,2014,2,0,4,1,0,1,4,1,3,0,0,2,-1
bahia,2014,2,0,3,1,1,0,3,2,1,1,0,2,0
goiás,2014,2,0,4,1,0,1,1,0,1,1,0,1,1
grêmio,2014,2,0,3,1,1,0,2,2,0,1,0,1,-2
fluminense,2014,2,0,6,2,0,0,4,0,4,2,0,2,1
sport,2014,2,0,4,1,0,1,3,2,1,1,0,2,-2
athlético-pr,2014,2,0,4,1,0,1,3,2,1,0,0,2,-1
cruzeiro,2014,3,0,7,2,0,1,6,4,2,1,0,3,-3
goiás,2014,3,0,7,2,0,1,2,0,2,2,0,2,1
bahia,2014,3,0,6,2,1,0,4,2,2,2,0,3,1
corinthians,2014,3,0,7,2,0,1,3,0,3,2,0,2,1
criciúma,2014,3,0,3,1,2,0,2,3,-1,1,0,1,1
flamengo,2014,3,0,4,1,1,1,4,4,0,1,0,1,-2
fluminense,2014,3,0,6,2,1,0,5,2,3,0,1,3,-1
internacional,2014,3,0,7,2,0,1,5,3,2,1,0,3,-2
grêmio,2014,3,0,4,1,1,1,2,2,0,0,0,-1,-1
são paulo,2014,3,0,5,1,0,2,6,3,3,0,0,3,-2
cruzeiro,2014,4,0,7,2,1,1,7,6,1,0,1,4,-4
bahia,2014,4,0,7,2,1,1,5,3,2,0,0,4,-1
botafogo-rj,2014,4,0,4,1,2,1,8,6,2,1,0,1,1
grêmio,2014,4,0,7,2,1,1,4,3,1,1,0,1,-2
sport,2014,4,0,7,2,1,1,5,4,1,1,0,4,-2
santos,2014,4,0,6,1,0,3,3,1,2,1,0,1,1
fluminense,2014,4,0,9,3,1,0,7,2,5,1,0,4,1
internacional,2014,4,0,10,3,0,1,7,4,3,2,0,4,-3
goiás,2014,4,0,7,2,1,1,2,2,0,0,1,-1,-1
corinthians,2014,4,0,8,2,0,2,4,1,3,0,0,3,-1
athlético-pr,2014,5,0,5,1,2,2,7,8,-1,0,0,5,-4
corinthians,2014,5,0,8,2,1,2,4,2,2,0,1,-1,-2
internacional,2014,5,0,11,3,0,2,7,4,3,0,0,-1,-2
cruzeiro,2014,5,0,10,3,1,1,10,8,2,1,0,5,-5
são paulo,2014,5,0,9,2,0,3,9,4,5,1,0,5,-2
goiás,2014,5,0,10,3,1,1,4,2,2,1,0,1,1
grêmio,2014,5,0,10,3,1,1,5,3,2,2,0,2,1
atlético-mg,2014,5,0,7,2,2,1,5,5,0,2,0,2,-4
sport,2014,5,0,10,3,1,1,6,4,2,2,0,5,1
palmeiras,2014,5,0,9,3,2,0,7,6,1,2,0,3,1
corinthians,2014,6,0,9,2,1,3,5,3,2,0,0,1,-3
internacional,2014,6,0,12,3,0,3,8,5,3,0,0,1,-3
criciúma,2014,6,0,7,2,3,1,3,9,-6,1,0,1,1
cruzeiro,2014,6,0,13,4,1,1,12,8,4,2,0,6,1
bahia,2014,6,0,8,2,2,2,6,5,1,0,0,1,-3
fluminense,2014,6,0,12,4,2,0,12,5,7,1,0,1,-2
goiás,2014,6,0,11,3,1,2,6,4,2,0,0,2,-1
grêmio,2014,6,0,13,4,1,1,7,4,3,3,0,3,-1
palmeiras,2014,6,0,12,4,2,0,8,6,2,3,0,4,1
atlético-mg,2014,6,0,10,3,2,1,8,7,1,3,0,3,-5
athlético-pr,2014,7,0,9,2,2,3,10,9,1,1,0,7,1
atlético-mg,2014,7,0,11,3,2,2,8,7,1,0,0,-1,1
fluminense,2014,7,0,15,5,2,0,13,5,8,2,0,2,-1
vitória,2014,7,0,6,1,3,3,8,10,-2,0,0,2,-7
palmeiras,2014,7,0,12,4,3,0,8,8,0,0,1,-1,-1
goiás,2014,7,0,14,4,1,2,7,4,3,1,0,3,0
cruzeiro,2014,7,0,16,5,1,1,15,9,6,3,0,7,-1
santos,2014,7,0,8,1,1,5,6,5,1,0,0,-1,1
corinthians,2014,7,0,12,3,1,3,9,4,5,1,0,2,-4
grêmio,2014,7,0,13,4,2,1,7,5,2,0,1,-1,-2
são paulo,2014,8,0,13,3,1,4,14,11,3,0,0,8,-1
fluminense,2014,8,0,15,5,3,0,13,7,6,0,1,-1,-2
santos,2014,8,0,11,2,1,5,8,5,3,1,0,1,1
cruzeiro,2014,8,0,16,5,2,1,15,10,5,0,1,-1,-2
criciúma,2014,8,0,11,3,3,2,4,9,-5,1,0,1,1
flamengo,2014,8,0,7,1,3,4,6,10,-4,0,0,1,-5
goiás,2014,8,0,15,4,1,3,7,4,3,0,0,-1,1
internacional,2014,8,0,15,4,1,3,11,8,3,1,0,3,1
palmeiras,2014,8,0,12,4,4,0,8,10,-2,0,2,-2,-2
grêmio,2014,8,0,14,4,2,2,7,5,2,0,0,-2,-1
bahia,2014,9,0,8,2,5,2,7,10,-3,0,3,1,-6
corinthians,2014,9,0,16,4,1,4,11,5,6,0,0,4,-1
goiás,2014,9,0,15,4,2,3,7,7,0,0,1,-2,-1
cruzeiro,2014,9,0,19,6,2,1,18,10,8,1,0,1,1
athlético-pr,2014,9,0,13,3,2,4,15,12,3,1,0,9,-2
fluminense,2014,9,0,16,5,3,1,14,8,6,0,0,1,-3
grêmio,2014,9,0,15,4,2,3,7,5,2,0,0,-3,1
santos,2014,9,0,14,3,1,5,10,5,5,2,0,2,1
são paulo,2014,9,0,16,4,1,4,16,12,4,1,0,9,-2
sport,2014,9,0,14,4,3,2,8,10,-2,1,0,1,1
são paulo,2014,10,0,19,5,1,4,18,12,6,2,0,10,-1
atlético-mg,2014,10,0,15,4,3,3,12,10,2,0,0,3,-2
corinthians,2014,10,0,19,5,1,4,13,6,7,1,0,5,-2
figueirense,2014,10,0,7,2,7,1,5,14,-9,1,0,3,-6
fluminense,2014,10,0,16,5,4,1,16,11,5,0,1,2,-4
cruzeiro,2014,10,0,22,7,2,1,21,11,10,2,0,2,-1
athlético-pr,2014,10,0,16,4,2,4,17,13,4,2,0,10,-3
grêmio,2014,10,0,16,4,2,4,7,5,2,0,0,-4,1
santos,2014,10,0,17,4,1,5,12,5,7,3,0,3,1
sport,2014,10,0,17,5,3,2,9,10,-1,2,0,2,1
athlético-pr,2014,11,0,19,5,2,4,19,13,6,3,0,11,1
atlético-mg,2014,11,0,16,4,3,4,13,11,2,0,0,4,-3
botafogo-rj,2014,11,0,12,3,5,3,14,13,1,1,0,1,1
grêmio,2014,11,0,19,5,2,4,8,5,3,1,0,1,1
fluminense,2014,11,0,19,6,4,1,17,11,6,1,0,3,1
sport,2014,11,0,18,5,3,3,9,10,-1,0,0,-1,1
internacional,2014,11,0,19,5,2,4,17,11,6,1,0,6,1
cruzeiro,2014,11,0,25,8,2,1,23,12,11,3,0,3,-2
são paulo,2014,11,0,19,5,2,4,18,13,5,0,1,-1,-2
corinthians,2014,11,0,20,5,1,5,13,6,7,0,0,-1,-1
fluminense,2014,12,0,22,7,4,1,20,11,9,2,0,4,1
internacional,2014,12,0,22,6,2,4,18,11,7,2,0,7,1
corinthians,2014,12,0,23,6,1,5,15,6,9,1,0,1,1
criciúma,2014,12,0,14,4,6,2,8,18,-10,0,2,1,-4
cruzeiro,2014,12,0,28,9,2,1,28,12,16,4,0,4,1
botafogo-rj,2014,12,0,12,3,6,3,14,14,0,0,1,-1,-1
goiás,2014,12,0,20,5,2,5,9,8,1,1,0,1,-1
grêmio,2014,12,0,19,5,3,4,10,8,2,0,1,2,-1
santos,2014,12,0,20,5,2,5,15,6,9,1,0,1,1
sport,2014,12,0,21,6,3,3,11,11,0,1,0,1,-1
atlético-mg,2014,13,0,19,5,4,4,17,14,3,1,0,6,-5
cruzeiro,2014,13,0,29,9,2,2,29,13,16,0,0,5,-1
chapecoense,2014,13,0,15,4,6,3,10,14,-4,1,0,1,1
corinthians,2014,13,0,24,6,1,6,15,6,9,0,0,-1,1
sport,2014,13,0,21,6,4,3,11,14,-3,0,1,-1,-2
fluminense,2014,13,0,25,8,4,1,22,11,11,3,0,5,1
internacional,2014,13,0,25,7,2,4,19,11,8,3,0,8,1
palmeiras,2014,13,0,14,4,7,2,10,17,-7,0,0,1,-5
são paulo,2014,13,0,20,5,3,5,20,16,4,0,0,2,-4
grêmio,2014,13,0,19,5,4,4,11,10,1,0,2,3,-2
athlético-pr,2014,14,0,22,6,4,4,22,19,3,1,0,2,1
atlético-mg,2014,14,0,22,6,4,4,19,15,4,2,0,7,-6
goiás,2014,14,0,20,5,4,5,9,11,-2,0,2,-2,-3
chapecoense,2014,14,0,15,4,7,3,10,15,-5,0,1,-1,-1
cruzeiro,2014,14,0,30,9,2,3,29,13,16,0,0,-1,0
sport,2014,14,0,21,6,5,3,11,15,-4,0,2,-2,-3
fluminense,2014,14,0,26,8,4,2,23,12,11,0,0,6,-1
internacional,2014,14,0,28,8,2,4,21,11,10,4,0,9,1
corinthians,2014,14,0,27,7,1,6,16,6,10,1,0,1,1
são paulo,2014,14,0,23,6,3,5,23,17,6,1,0,3,-5
fluminense,2014,15,0,26,8,5,2,23,14,9,0,1,-1,-2
corinthians,2014,15,0,28,7,1,7,17,7,10,0,0,2,-1
flamengo,2014,15,0,16,4,7,4,10,20,-10,2,0,2,1
cruzeiro,2014,15,0,33,10,2,3,32,13,19,1,0,1,1
atlético-mg,2014,15,0,23,6,4,5,21,17,4,0,0,8,-7
internacional,2014,15,0,31,9,2,4,22,11,11,5,0,10,1
grêmio,2014,15,0,22,6,5,4,13,12,1,1,0,1,1
são paulo,2014,15,0,26,7,3,5,25,18,7,2,0,4,-6
athlético-pr,2014,15,0,23,6,4,5,23,20,3,0,0,3,-1
chapecoense,2014,15,0,16,4,7,4,10,15,-5,0,0,-2,0
criciúma,2014,16,0,17,4,7,5,9,21,-12,0,0,-3,0
fluminense,2014,16,0,26,8,6,2,23,15,8,0,2,-2,-3
corinthians,2014,16,0,31,8,1,7,22,9,13,1,0,3,-2
coritiba,2014,16,0,15,3,7,6,14,17,-3,1,0,1,1
cruzeiro,2014,16,0,36,11,2,3,33,13,20,2,0,2,1
figueirense,2014,16,0,17,5,9,2,12,22,-10,1,0,4,1
atlético-mg,2014,16,0,23,6,5,5,22,19,3,0,1,9,-8
internacional,2014,16,0,31,9,3,4,22,12,10,0,1,-1,-1
santos,2014,16,0,23,6,5,5,17,11,6,1,0,1,1
sport,2014,16,0,25,7,5,4,14,17,-3,1,0,2,-5
athlético-pr,2014,17,0,24,6,5,6,23,22,1,0,0,-2,1
internacional,2014,17,0,31,9,4,4,22,13,9,0,2,-2,-2
botafogo-rj,2014,17,0,19,5,8,4,18,18,0,1,0,1,1
flamengo,2014,17,0,22,6,7,4,14,21,-7,4,0,4,0
fluminense,2014,17,0,29,9,6,2,27,15,12,1,0,1,1
cruzeiro,2014,17,0,39,12,2,3,34,13,21,3,0,3,1
corinthians,2014,17,0,31,8,2,7,23,11,12,0,1,4,-3
palmeiras,2014,17,0,17,5,10,2,14,23,-9,1,0,5,1
são paulo,2014,17,0,32,9,3,5,28,19,9,4,0,6,-6
figueirense,2014,17,0,20,6,9,2,13,22,-9,2,0,5,1
santos,2014,18,0,23,6,7,5,18,14,4,0,2,-1,-2
corinthians,2014,18,0,32,8,2,8,24,12,12,0,0,5,-4
atlético-mg,2014,18,0,27,7,5,6,23,19,4,0,0,-1,1
cruzeiro,2014,18,0,42,13,2,3,38,15,23,4,0,4,-1
são paulo,2014,18,0,33,9,3,6,29,20,9,0,0,7,-7
athlético-pr,2014,18,0,24,6,6,6,24,25,-1,0,1,1,-1
grêmio,2014,18,0,28,8,6,4,16,14,2,2,0,2,1
internacional,2014,18,0,34,10,4,4,23,13,10,1,0,1,-1
sport,2014,18,0,28,8,6,4,16,21,-5,1,0,1,1
flamengo,2014,18,0,25,7,7,4,16,22,-6,5,0,5,-1
athlético-pr,2014,19,0,25,6,6,7,25,26,-1,0,0,2,-2
atlético-mg,2014,19,0,30,8,5,6,24,19,5,1,0,1,1
coritiba,2014,19,0,17,3,8,8,14,18,-4,0,0,-3,1
goiás,2014,19,0,24,6,7,6,14,19,-5,0,0,-1,-6
corinthians,2014,19,0,33,8,2,9,24,12,12,0,0,-1,-3
grêmio,2014,19,0,31,9,6,4,17,14,3,3,0,3,1
cruzeiro,2014,19,0,43,13,2,4,41,18,23,0,0,5,-2
internacional,2014,19,0,34,10,5,4,25,16,9,0,1,2,-2
santos,2014,19,0,26,7,7,5,21,15,6,1,0,1,-3
são paulo,2014,19,0,36,10,3,6,31,20,11,1,0,8,1
são paulo,2014,20,0,39,11,3,6,35,22,13,2,0,9,-1
corinthians,2014,20,0,36,9,2,9,25,12,13,1,0,1,1
chapecoense,2014,20,0,20,5,10,5,13,23,-10,0,1,-2,-1
cruzeiro,2014,20,0,46,14,2,4,43,19,24,1,0,6,-3
fluminense,2014,20,0,32,9,6,5,32,20,12,0,0,4,-3
goiás,2014,20,0,27,7,7,6,15,19,-4,1,0,1,1
grêmio,2014,20,0,34,10,6,4,18,14,4,4,0,4,1
palmeiras,2014,20,0,21,6,11,3,16,25,-9,1,0,2,1
sport,2014,20,0,31,9,7,4,19,24,-5,1,0,1,-2
internacional,2014,20,0,34,10,6,4,25,18,7,0,2,-1,-3
athlético-pr,2014,21,0,28,7,7,7,27,27,0,1,0,1,1
grêmio,2014,21,0,35,10,6,5,18,14,4,0,0,-1,1
figueirense,2014,21,0,25,7,10,4,18,29,-11,0,1,-1,-4
sport,2014,21,0,31,9,8,4,20,27,-7,0,1,2,-3
goiás,2014,21,0,27,7,8,6,15,20,-5,0,1,-1,-1
corinthians,2014,21,0,36,9,3,9,25,13,12,0,1,-1,-1
fluminense,2014,21,0,35,10,6,5,35,20,15,1,0,5,1
internacional,2014,21,0,37,11,6,4,27,18,9,1,0,1,1
santos,2014,21,0,29,8,8,5,24,19,5,1,0,3,-5
cruzeiro,2014,21,0,46,14,3,4,43,21,22,0,1,-1,-4
bahia,2014,22,0,23,5,9,8,18,21,-3,2,0,3,-1
corinthians,2014,22,0,37,9,3,10,26,14,12,0,0,1,-2
são paulo,2014,22,0,42,12,4,6,38,25,13,0,1,11,-1
cruzeiro,2014,22,0,49,15,3,4,45,21,24,1,0,1,1
figueirense,2014,22,0,26,7,10,5,19,30,-11,0,0,1,-5
atlético-mg,2014,22,0,34,9,6,7,27,22,5,1,0,1,-1
grêmio,2014,22,0,36,10,6,6,18,14,4,0,0,-2,1
flamengo,2014,22,0,29,8,9,5,19,26,-7,0,0,2,-1
internacional,2014,22,0,38,11,6,5,27,18,9,0,0,-1,1
fluminense,2014,22,0,35,10,7,5,36,23,13,0,1,6,-1
internacional,2014,23,0,41,12,6,5,28,18,10,1,0,1,1
são paulo,2014,23,0,42,12,5,6,40,28,12,0,2,12,-2
botafogo-rj,2014,23,0,23,6,12,5,24,29,-5,0,0,2,-5
cruzeiro,2014,23,0,49,15,4,4,47,24,23,0,1,2,-1
fluminense,2014,23,0,36,10,7,6,37,24,13,0,0,7,-2
goiás,2014,23,0,30,8,9,6,23,23,0,1,0,2,1
grêmio,2014,23,0,39,11,6,6,19,14,5,1,0,1,1
santos,2014,23,0,33,9,8,6,27,20,7,1,0,1,-5
sport,2014,23,0,35,10,8,5,21,27,-6,1,0,1,1
vitória,2014,23,0,24,6,11,6,24,31,-7,2,0,2,-3
atlético-mg,2014,24,0,40,11,6,7,33,26,7,3,0,3,-3
sport,2014,24,0,35,10,9,5,21,28,-7,0,1,-1,-1
goiás,2014,24,0,30,8,10,6,23,24,-1,0,1,-1,-1
athlético-pr,2014,24,0,28,7,10,7,27,33,-6,0,3,-3,-3
cruzeiro,2014,24,0,52,16,4,4,49,25,24,1,0,3,-2
corinthians,2014,24,0,40,10,4,10,29,17,12,0,1,-1,-4
grêmio,2014,24,0,40,11,6,7,19,14,5,0,0,-1,1
internacional,2014,24,0,44,13,6,5,31,18,13,2,0,2,1
palmeiras,2014,24,0,25,7,13,4,20,36,-16,1,0,1,1
são paulo,2014,24,0,43,12,5,7,42,30,12,0,0,13,-3
corinthians,2014,25,0,40,10,5,10,29,18,11,0,2,-2,-5
atlético-mg,2014,25,0,43,12,6,7,35,26,9,4,0,4,1
flamengo,2014,25,0,31,8,10,7,23,31,-8,0,1,5,-4
grêmio,2014,25,0,43,12,6,7,21,14,7,1,0,1,1
chapecoense,2014,25,0,28,7,11,7,21,27,-6,0,0,2,-1
figueirense,2014,25,0,32,9,11,5,24,34,-10,2,0,4,-1
internacional,2014,25,0,47,14,6,5,35,20,15,3,0,3,-1
santos,2014,25,0,36,10,9,6,31,23,8,1,0,3,1
cruzeiro,2014,25,0,53,16,4,5,49,25,24,0,0,-1,-1
são paulo,2014,25,0,43,12,6,7,43,33,10,0,1,14,-4
corinthians,2014,26,0,43,11,5,10,32,18,14,1,0,1,1
athlético-pr,2014,26,0,31,8,11,7,28,34,-6,0,1,-1,-1
atlético-mg,2014,26,0,43,12,7,7,36,29,7,0,1,5,-1
cruzeiro,2014,26,0,56,17,4,5,51,26,25,1,0,1,-2
santos,2014,26,0,39,11,9,6,32,23,9,2,0,4,1
fluminense,2014,26,0,41,11,7,8,41,26,15,0,0,2,-2
goiás,2014,26,0,33,9,11,6,24,26,-2,1,0,1,1
são paulo,2014,26,0,46,13,6,7,44,33,11,1,0,15,-3
palmeiras,2014,26,0,28,8,14,4,25,41,-16,1,0,3,-2
vitória,2014,26,0,27,7,13,6,26,36,-10,1,0,1,-6
palmeiras,2014,27,0,31,9,14,4,26,41,-15,2,0,4,-1
internacional,2014,27,0,47,14,8,5,36,27,9,0,2,-1,-3
coritiba,2014,27,0,29,7,12,8,26,28,-2,2,0,4,1
cruzeiro,2014,27,0,56,17,5,5,51,27,24,0,1,-1,-3
flamengo,2014,27,0,34,9,11,7,25,33,-8,1,0,1,-6
atlético-mg,2014,27,0,44,12,7,8,36,29,7,0,0,-1,0
grêmio,2014,27,0,46,13,7,7,23,15,8,1,0,1,1
santos,2014,27,0,42,12,9,6,33,23,10,3,0,5,1
são paulo,2014,27,0,49,14,6,7,45,33,12,2,0,16,1
goiás,2014,27,0,34,9,11,7,26,28,-2,0,0,2,-1
athlético-pr,2014,28,0,34,9,12,7,31,35,-4,1,0,1,1
são paulo,2014,28,0,49,14,7,7,45,34,11,0,1,-1,-1
chapecoense,2014,28,0,34,9,12,7,29,31,-2,2,0,5,1
corinthians,2014,28,0,46,12,6,10,33,19,14,0,1,-1,-1
santos,2014,28,0,42,12,10,6,33,26,7,0,1,-1,-1
cruzeiro,2014,28,0,56,17,6,5,51,30,21,0,2,-2,-4
goiás,2014,28,0,37,10,11,7,29,28,1,1,0,3,1
internacional,2014,28,0,50,15,8,5,38,28,10,1,0,1,-4
grêmio,2014,28,0,46,13,8,7,24,17,7,0,1,2,-1
sport,2014,28,0,36,10,12,6,22,35,-13,0,3,1,-3
athlético-pr,2014,29,0,37,10,12,7,33,36,-3,2,0,2,-1
atlético-mg,2014,29,0,50,14,7,8,38,29,9,2,0,2,1
sport,2014,29,0,37,10,12,7,23,36,-13,0,0,2,-4
figueirense,2014,29,0,35,10,14,5,29,40,-11,1,0,1,1
fluminense,2014,29,0,45,12,8,9,46,30,16,1,0,2,-2
grêmio,2014,29,0,47,13,8,8,24,17,7,0,0,-1,0
internacional,2014,29,0,50,15,9,5,39,30,9,0,1,2,-5
santos,2014,29,0,45,13,10,6,36,27,9,1,0,1,-2
são paulo,2014,29,0,52,15,7,7,47,35,12,1,0,1,-2
cruzeiro,2014,29,0,59,18,6,5,52,30,22,1,0,1,-3
atlético-mg,2014,30,0,51,14,7,9,39,30,9,0,0,3,-1
são paulo,2014,30,0,53,15,7,8,47,35,12,0,0,-1,-1
corinthians,2014,30,0,52,14,6,10,37,21,16,2,0,2,-3
coritiba,2014,30,0,32,8,14,8,28,35,-7,1,0,1,1
athlético-pr,2014,30,0,40,11,12,7,34,36,-2,3,0,3,0
cruzeiro,2014,30,0,60,18,6,6,53,31,22,0,0,2,-4
internacional,2014,30,0,50,15,10,5,39,32,7,0,2,-1,-6
grêmio,2014,30,0,50,14,8,8,25,17,8,1,0,1,1
fluminense,2014,30,0,48,13,8,9,47,30,17,2,0,3,-1
goiás,2014,30,0,41,11,11,8,30,28,2,1,0,1,1
atlético-mg,2014,31,0,54,15,7,9,42,32,10,1,0,4,-2
flamengo,2014,31,0,40,11,13,7,32,37,-5,0,1,5,-1
santos,2014,31,0,46,13,11,7,37,29,8,0,0,1,-4
grêmio,2014,31,0,51,14,8,9,26,18,8,0,0,2,-1
cruzeiro,2014,31,0,61,18,6,7,54,32,22,0,0,3,-5
fluminense,2014,31,0,51,14,8,9,49,31,18,3,0,4,-2
internacional,2014,31,0,53,16,10,5,41,32,9,1,0,1,1
corinthians,2014,31,0,53,14,6,11,38,22,16,0,0,3,-4
são paulo,2014,31,0,56,16,7,8,50,35,15,1,0,1,1
vitória,2014,31,0,34,9,15,7,34,43,-9,1,0,2,-11
atlético-mg,2014,32,0,54,15,8,9,42,33,9,0,1,-1,-3
palmeiras,2014,32,0,39,11,15,6,32,47,-15,1,0,9,-4
corinthians,2014,32,0,54,14,6,12,40,24,16,0,0,4,-5
são paulo,2014,32,0,59,17,7,8,52,36,16,2,0,2,-1
cruzeiro,2014,32,0,64,19,6,7,56,33,23,1,0,4,-6
flamengo,2014,32,0,43,12,13,7,35,37,-2,1,0,6,1
fluminense,2014,32,0,54,15,8,9,51,31,20,4,0,5,-1
grêmio,2014,32,0,54,15,8,9,27,18,9,1,0,3,1
internacional,2014,32,0,56,17,10,5,43,33,10,2,0,2,-1
sport,2014,32,0,40,11,14,7,26,40,-14,1,0,2,1
athlético-pr,2014,33,0,46,13,13,7,38,38,0,2,0,6,1
corinthians,2014,33,0,57,15,6,12,41,24,17,1,0,5,1
fluminense,2014,33,0,54,15,9,9,51,32,19,0,1,-1,-2
cruzeiro,2014,33,0,67,20,6,7,59,34,25,2,0,5,-7
figueirense,2014,33,0,39,11,16,6,31,43,-12,1,0,1,1
goiás,2014,33,0,44,12,13,8,33,33,0,1,0,1,1
grêmio,2014,33,0,57,16,8,9,31,19,12,2,0,4,-1
atlético-mg,2014,33,0,57,16,8,9,44,33,11,1,0,1,-2
flamengo,2014,33,0,44,12,13,8,37,39,-2,0,0,7,-1
são paulo,2014,33,0,62,18,7,8,54,37,17,3,0,3,-2
athlético-pr,2014,34,0,46,13,14,7,38,39,-1,0,1,-1,-1
atlético-mg,2014,34,0,58,16,8,10,45,34,11,0,0,2,-3
corinthians,2014,34,0,60,16,6,12,43,25,18,2,0,6,-1
vitória,2014,34,0,37,10,17,7,36,46,-10,1,0,2,-12
grêmio,2014,34,0,60,17,8,9,34,19,15,3,0,5,0
flamengo,2014,34,0,47,13,13,8,40,41,-1,1,0,8,-2
fluminense,2014,34,0,57,16,9,9,52,32,20,1,0,1,1
internacional,2014,34,0,59,18,11,5,45,37,8,1,0,4,1
cruzeiro,2014,34,0,70,21,6,7,60,34,26,3,0,6,-6
são paulo,2014,34,0,65,19,7,8,56,37,19,4,0,4,1
santos,2014,35,0,47,13,14,8,39,34,5,0,0,1,-8
atlético-mg,2014,35,0,61,17,8,10,49,34,15,1,0,3,1
figueirense,2014,35,0,43,12,16,7,33,44,-11,1,0,3,0
bahia,2014,35,0,34,8,17,10,27,38,-11,1,0,2,-9
fluminense,2014,35,0,57,16,10,9,53,36,17,0,1,2,-1
corinthians,2014,35,0,63,17,6,12,44,25,19,3,0,7,0
cruzeiro,2014,35,0,73,22,6,7,62,35,27,4,0,7,-7
sport,2014,35,0,47,13,14,8,31,42,-11,2,0,5,1
são paulo,2014,35,0,66,19,7,9,57,38,19,0,0,5,-1
vitória,2014,35,0,38,10,17,8,37,47,-10,0,0,3,-13
athlético-pr,2014,36,0,50,14,14,8,41,41,0,1,0,2,-3
chapecoense,2014,36,0,42,11,16,9,36,39,-3,2,0,2,1
corinthians,2014,36,0,66,18,6,12,45,25,20,4,0,8,1
coritiba,2014,36,0,41,10,15,11,37,42,-5,1,0,7,1
cruzeiro,2014,36,0,76,23,6,7,64,36,28,5,0,8,-8
figueirense,2014,36,0,46,13,16,7,35,44,-9,2,0,4,1
flamengo,2014,36,0,48,13,14,9,41,46,-5,0,0,1,-4
internacional,2014,36,0,63,19,11,6,48,39,9,1,0,6,-2
são paulo,2014,36,0,69,20,7,9,58,38,20,1,0,6,0
fluminense,2014,36,0,58,16,10,10,55,38,17,0,0,3,-2
athlético-pr,2014,37,0,53,15,14,8,42,41,1,2,0,3,1
atlético-mg,2014,37,0,61,17,10,10,51,38,13,0,2,5,-2
grêmio,2014,37,0,60,17,11,9,35,23,12,0,3,-2,-3
cruzeiro,2014,37,0,77,23,6,8,65,37,28,0,0,9,-9
sport,2014,37,0,49,13,14,10,35,46,-11,0,0,7,-2
flamengo,2014,37,0,51,14,14,9,45,46,-1,1,0,2,1
corinthians,2014,37,0,66,18,7,12,47,30,17,0,1,9,-1
internacional,2014,37,0,66,20,11,6,51,40,11,2,0,7,-3
santos,2014,37,0,50,14,15,8,41,35,6,1,0,1,1
são paulo,2014,37,0,70,20,7,10,59,39,20,0,0,7,-1
atlético-mg,2014,38,5,62,17,10,11,51,38,13,0,0,-1,-1
corinthians,2014,38,4,69,19,7,12,49,31,18,1,0,10,-2
coritiba,2014,38,14,47,12,15,11,42,45,-3,3,0,9,-2
cruzeiro,2014,38,1,80,24,6,8,67,38,29,1,0,10,-10
internacional,2014,38,3,69,21,11,6,53,41,12,3,0,8,-4
goiás,2014,38,12,47,13,17,8,38,40,-2,1,0,1,-5
grêmio,2014,38,7,61,17,11,10,36,24,12,0,0,1,-4
athlético-pr,2014,38,8,54,15,14,9,43,42,1,0,0,4,-1
são paulo,2014,38,2,70,20,8,10,59,40,19,0,1,-1,-2
santos,2014,38,9,53,15,15,8,42,35,7,2,0,2,1
athlético-pr,2015,1,0,3,1,0,0,3,0,3,1,0,1,1
