Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
figueirense,2014,2,bahia,bahia,1,0,2,0,0,0,2,0,0,5,-5,0,2,-2,-2
corinthians,2014,3,chapecoense,corinthians,-1,0,1,0,7,2,0,1,3,0,3,2,0,2,1
cruzeiro,2014,3,athlético-pr,cruzeiro,-1,2,3,0,7,2,0,1,6,4,2,1,0,3,-3
goiás,2014,3,atlético-mg,goiás,-1,0,1,0,7,2,0,1,2,0,2,2,0,2,1
internacional,2014,3,sport,internacional,1,2,1,0,7,2,0,1,5,3,2,1,0,3,-2
fluminense,2014,3,vitória,vitória,1,1,2,0,6,2,1,0,5,2,3,0,1,3,-1
bahia,2014,3,botafogo-rj,bahia,1,1,0,0,6,2,1,0,4,2,2,2,0,3,1
são paulo,2014,3,coritiba,-,1,2,2,0,5,1,0,2,6,3,3,0,0,3,-2
grêmio,2014,3,santos,-,-1,0,0,0,4,1,1,1,2,2,0,0,0,-1,-1
vitória,2014,3,fluminense,vitória,-1,1,2,0,4,1,1,1,4,4,0,1,0,2,-3
sport,2014,3,internacional,internacional,-1,2,1,0,4,1,1,1,4,4,0,0,1,3,-3
athlético-pr,2014,3,cruzeiro,cruzeiro,1,2,3,0,4,1,1,1,5,5,0,0,1,3,-2
flamengo,2014,3,palmeiras,flamengo,1,4,2,0,4,1,1,1,4,4,0,1,0,1,-2
criciúma,2014,3,figueirense,criciúma,1,1,0,0,3,1,2,0,2,3,-1,1,0,1,1
palmeiras,2014,3,flamengo,flamengo,-1,4,2,0,3,1,2,0,4,6,-2,0,2,1,-3
coritiba,2014,3,são paulo,-,-1,2,2,0,3,0,0,3,2,2,0,0,0,1,-1
santos,2014,3,grêmio,-,1,0,0,0,3,0,0,3,1,1,0,0,0,-2,1
chapecoense,2014,3,corinthians,corinthians,1,0,1,0,1,0,2,1,1,3,-2,0,2,-1,-2
atlético-mg,2014,3,goiás,goiás,1,0,1,0,1,0,2,1,1,3,-2,0,2,-1,-2
botafogo-rj,2014,3,bahia,bahia,-1,1,0,0,1,0,2,1,2,6,-4,0,1,-1,-3
figueirense,2014,3,criciúma,criciúma,-1,1,0,0,0,0,3,0,0,6,-6,0,3,-3,-3
internacional,2014,4,athlético-pr,internacional,1,2,1,0,10,3,0,1,7,4,3,2,0,4,-3
fluminense,2014,4,flamengo,fluminense,1,2,0,0,9,3,1,0,7,2,5,1,0,4,1
corinthians,2014,4,são paulo,-,-1,1,1,0,8,2,0,2,4,1,3,0,0,3,-1
bahia,2014,4,vitória,-,1,1,1,0,7,2,1,1,5,3,2,0,0,4,-1
cruzeiro,2014,4,atlético-mg,atlético-mg,-1,2,1,0,7,2,1,1,7,6,1,0,1,4,-4
grêmio,2014,4,chapecoense,grêmio,-1,1,2,0,7,2,1,1,4,3,1,1,0,1,-2
sport,2014,4,coritiba,sport,-1,0,1,0,7,2,1,1,5,4,1,1,0,4,-2
goiás,2014,4,palmeiras,palmeiras,-1,2,0,0,7,2,1,1,2,2,0,0,1,-1,-1
palmeiras,2014,4,goiás,palmeiras,1,2,0,0,6,2,2,0,6,6,0,1,0,2,1
são paulo,2014,4,corinthians,-,1,1,1,0,6,1,0,3,7,4,3,0,0,4,-3
santos,2014,4,figueirense,santos,-1,0,2,0,6,1,0,3,3,1,2,1,0,1,1
vitória,2014,4,bahia,-,-1,1,1,0,5,1,1,2,5,5,0,0,0,3,-4
botafogo-rj,2014,4,criciúma,botafogo-rj,1,6,0,0,4,1,2,1,8,6,2,1,0,1,1
athlético-pr,2014,4,internacional,internacional,-1,2,1,0,4,1,2,1,6,7,-1,0,2,4,-3
atlético-mg,2014,4,cruzeiro,atlético-mg,1,2,1,0,4,1,2,1,3,4,-1,1,0,1,-3
flamengo,2014,4,fluminense,fluminense,-1,2,0,0,4,1,2,1,4,6,-2,0,1,-1,-3
criciúma,2014,4,botafogo-rj,botafogo-rj,-1,6,0,0,3,1,3,0,2,9,-7,0,1,-1,-1
coritiba,2014,4,sport,sport,1,0,1,0,3,0,1,3,2,3,-1,0,1,-1,-2
chapecoense,2014,4,grêmio,grêmio,1,1,2,0,1,0,3,1,2,5,-3,0,3,1,-3
figueirense,2014,4,santos,santos,1,0,2,0,0,0,4,0,0,8,-8,0,4,-4,-4
internacional,2014,5,criciúma,-,-1,0,0,0,11,3,0,2,7,4,3,0,0,-1,-2
goiás,2014,5,botafogo-rj,goiás,1,2,0,0,10,3,1,1,4,2,2,1,0,1,1
cruzeiro,2014,5,coritiba,cruzeiro,1,3,2,0,10,3,1,1,10,8,2,1,0,5,-5
grêmio,2014,5,fluminense,grêmio,1,1,0,0,10,3,1,1,5,3,2,2,0,2,1
sport,2014,5,bahia,sport,1,1,0,0,10,3,1,1,6,4,2,2,0,5,1
fluminense,2014,5,grêmio,grêmio,-1,1,0,0,9,3,2,0,7,3,4,0,1,-1,-1
palmeiras,2014,5,vitória,palmeiras,-1,0,1,0,9,3,2,0,7,6,1,2,0,3,1
são paulo,2014,5,flamengo,são paulo,-1,0,2,0,9,2,0,3,9,4,5,1,0,5,-2
corinthians,2014,5,figueirense,figueirense,1,0,1,0,8,2,1,2,4,2,2,0,1,-1,-2
bahia,2014,5,sport,sport,-1,1,0,0,7,2,2,1,5,4,1,0,1,-1,-2
atlético-mg,2014,5,santos,atlético-mg,-1,1,2,0,7,2,2,1,5,5,0,2,0,2,-4
santos,2014,5,atlético-mg,atlético-mg,1,1,2,0,6,1,1,3,4,3,1,0,1,2,-1
athlético-pr,2014,5,chapecoense,-,1,1,1,0,5,1,2,2,7,8,-1,0,0,5,-4
vitória,2014,5,palmeiras,palmeiras,1,0,1,0,5,1,2,2,5,6,-1,0,1,-1,-5
botafogo-rj,2014,5,goiás,goiás,-1,2,0,0,4,1,3,1,8,8,0,0,1,-1,-1
flamengo,2014,5,são paulo,são paulo,1,0,2,0,4,1,3,1,4,8,-4,0,2,-2,-4
criciúma,2014,5,internacional,-,1,0,0,0,4,1,3,1,2,9,-7,0,0,-2,1
figueirense,2014,5,corinthians,figueirense,-1,0,1,0,3,1,4,0,1,8,-7,1,0,1,-3
coritiba,2014,5,cruzeiro,cruzeiro,-1,3,2,0,3,0,2,3,4,6,-2,0,2,1,-3
chapecoense,2014,5,athlético-pr,-,-1,1,1,0,2,0,3,2,3,6,-3,0,0,2,-4
cruzeiro,2014,6,sport,cruzeiro,1,2,0,0,13,4,1,1,12,8,4,2,0,6,1
grêmio,2014,6,botafogo-rj,grêmio,1,2,1,0,13,4,1,1,7,4,3,3,0,3,-1
fluminense,2014,6,são paulo,fluminense,1,5,2,0,12,4,2,0,12,5,7,1,0,1,-2
palmeiras,2014,6,figueirense,palmeiras,1,1,0,0,12,4,2,0,8,6,2,3,0,4,1
internacional,2014,6,coritiba,-,-1,1,1,0,12,3,0,3,8,5,3,0,0,1,-3
goiás,2014,6,santos,-,1,2,2,0,11,3,1,2,6,4,2,0,0,2,-1
atlético-mg,2014,6,vitória,atlético-mg,-1,2,3,0,10,3,2,1,8,7,1,3,0,3,-5
sport,2014,6,cruzeiro,cruzeiro,-1,2,0,0,10,3,2,1,6,6,0,0,1,-1,-1
são paulo,2014,6,fluminense,fluminense,-1,5,2,0,9,2,1,3,11,9,2,0,1,6,-3
corinthians,2014,6,athlético-pr,-,1,1,1,0,9,2,1,3,5,3,2,0,0,1,-3
bahia,2014,6,flamengo,-,-1,1,1,0,8,2,2,2,6,5,1,0,0,1,-3
criciúma,2014,6,chapecoense,criciúma,1,1,0,0,7,2,3,1,3,9,-6,1,0,1,1
santos,2014,6,goiás,-,-1,2,2,0,7,1,1,4,6,5,1,0,0,3,-2
athlético-pr,2014,6,corinthians,-,-1,1,1,0,6,1,2,3,8,9,-1,0,0,6,-5
vitória,2014,6,atlético-mg,atlético-mg,1,2,3,0,5,1,3,2,7,9,-2,0,2,1,-6
flamengo,2014,6,bahia,-,1,1,1,0,5,1,3,2,5,9,-4,0,0,1,-5
botafogo-rj,2014,6,grêmio,grêmio,-1,2,1,0,4,1,4,1,9,10,-1,0,2,1,-2
coritiba,2014,6,internacional,-,1,1,1,0,4,0,2,4,5,7,-2,0,0,2,-4
figueirense,2014,6,palmeiras,palmeiras,-1,1,0,0,3,1,5,0,1,9,-8,0,1,-1,-4
chapecoense,2014,6,criciúma,criciúma,-1,1,0,0,2,0,4,2,3,7,-4,0,1,-1,-5
cruzeiro,2014,7,internacional,cruzeiro,-1,1,3,0,16,5,1,1,15,9,6,3,0,7,-1
fluminense,2014,7,bahia,fluminense,-1,0,1,0,15,5,2,0,13,5,8,2,0,2,-1
goiás,2014,7,figueirense,goiás,-1,0,1,0,14,4,1,2,7,4,3,1,0,3,0
grêmio,2014,7,são paulo,são paulo,-1,1,0,0,13,4,2,1,7,5,2,0,1,-1,-2
palmeiras,2014,7,chapecoense,chapecoense,-1,2,0,0,12,4,3,0,8,8,0,0,1,-1,-1
corinthians,2014,7,sport,corinthians,-1,1,4,0,12,3,1,3,9,4,5,1,0,2,-4
são paulo,2014,7,grêmio,são paulo,1,1,0,0,12,3,1,3,12,9,3,1,0,7,1
internacional,2014,7,cruzeiro,cruzeiro,1,1,3,0,12,3,1,3,9,8,1,0,1,2,-4
atlético-mg,2014,7,criciúma,-,1,0,0,0,11,3,2,2,8,7,1,0,0,-1,1
sport,2014,7,corinthians,corinthians,1,1,4,0,10,3,3,1,7,10,-3,0,2,1,-2
athlético-pr,2014,7,coritiba,athlético-pr,1,2,0,0,9,2,2,3,10,9,1,1,0,7,1
bahia,2014,7,fluminense,fluminense,1,0,1,0,8,2,3,2,6,6,0,0,1,-1,-4
criciúma,2014,7,atlético-mg,-,-1,0,0,0,8,2,3,2,3,9,-6,0,0,-1,1
santos,2014,7,flamengo,-,1,0,0,0,8,1,1,5,6,5,1,0,0,-1,1
vitória,2014,7,botafogo-rj,-,-1,1,1,0,6,1,3,3,8,10,-2,0,0,2,-7
flamengo,2014,7,santos,-,-1,0,0,0,6,1,3,3,5,9,-4,0,0,-1,-4
botafogo-rj,2014,7,vitória,-,1,1,1,0,5,1,4,2,10,11,-1,0,0,2,-3
chapecoense,2014,7,palmeiras,chapecoense,1,2,0,0,5,1,4,2,5,7,-2,1,0,1,1
coritiba,2014,7,athlético-pr,athlético-pr,-1,2,0,0,4,0,3,4,5,9,-4,0,1,-1,-5
figueirense,2014,7,goiás,goiás,1,0,1,0,3,1,6,0,1,10,-9,0,2,-2,-5
cruzeiro,2014,8,corinthians,corinthians,-1,1,0,0,16,5,2,1,15,10,5,0,1,-1,-2
fluminense,2014,8,atlético-mg,atlético-mg,-1,2,0,0,15,5,3,0,13,7,6,0,1,-1,-2
corinthians,2014,8,cruzeiro,corinthians,1,1,0,0,15,4,1,3,10,4,6,2,0,3,1
goiás,2014,8,vitória,-,1,0,0,0,15,4,1,3,7,4,3,0,0,-1,1
internacional,2014,8,chapecoense,internacional,1,2,0,0,15,4,1,3,11,8,3,1,0,3,1
atlético-mg,2014,8,fluminense,atlético-mg,1,2,0,0,14,4,2,2,10,7,3,1,0,1,1
grêmio,2014,8,sport,-,-1,0,0,0,14,4,2,2,7,5,2,0,0,-2,-1
são paulo,2014,8,athlético-pr,-,-1,2,2,0,13,3,1,4,14,11,3,0,0,8,-1
palmeiras,2014,8,botafogo-rj,botafogo-rj,1,0,2,0,12,4,4,0,8,10,-2,0,2,-2,-2
sport,2014,8,grêmio,-,1,0,0,0,11,3,3,2,7,10,-3,0,0,-1,1
criciúma,2014,8,coritiba,criciúma,1,1,0,0,11,3,3,2,4,9,-5,1,0,1,1
santos,2014,8,bahia,santos,-1,0,2,0,11,2,1,5,8,5,3,1,0,1,1
athlético-pr,2014,8,são paulo,-,1,2,2,0,10,2,2,4,12,11,1,0,0,8,-1
botafogo-rj,2014,8,palmeiras,botafogo-rj,-1,0,2,0,8,2,4,2,12,11,1,1,0,3,-2
bahia,2014,8,santos,santos,1,0,2,0,8,2,4,2,6,8,-2,0,2,-2,-5
vitória,2014,8,goiás,-,-1,0,0,0,7,1,3,4,8,10,-2,0,0,-1,-6
flamengo,2014,8,figueirense,-,1,1,1,0,7,1,3,4,6,10,-4,0,0,1,-5
chapecoense,2014,8,internacional,internacional,-1,2,0,0,5,1,5,2,5,9,-4,0,1,-1,-1
figueirense,2014,8,flamengo,-,-1,1,1,0,4,1,6,1,2,11,-9,0,0,1,-6
coritiba,2014,8,criciúma,criciúma,-1,1,0,0,4,0,4,4,5,10,-5,0,2,-2,-6
cruzeiro,2014,9,flamengo,cruzeiro,1,3,0,0,19,6,2,1,18,10,8,1,0,1,1
fluminense,2014,9,internacional,-,1,1,1,0,16,5,3,1,14,8,6,0,0,1,-3
corinthians,2014,9,botafogo-rj,-,1,1,1,0,16,4,1,4,11,5,6,0,0,4,-1
são paulo,2014,9,atlético-mg,são paulo,1,2,1,0,16,4,1,4,16,12,4,1,0,9,-2
internacional,2014,9,fluminense,-,-1,1,1,0,16,4,1,4,12,9,3,0,0,4,-1
grêmio,2014,9,palmeiras,-,1,0,0,0,15,4,2,3,7,5,2,0,0,-3,1
goiás,2014,9,coritiba,coritiba,-1,3,0,0,15,4,2,3,7,7,0,0,1,-2,-1
atlético-mg,2014,9,são paulo,são paulo,-1,2,1,0,14,4,3,2,11,9,2,0,1,2,-1
sport,2014,9,vitória,sport,-1,0,1,0,14,4,3,2,8,10,-2,1,0,1,1
santos,2014,9,criciúma,santos,1,2,0,0,14,3,1,5,10,5,5,2,0,2,1
palmeiras,2014,9,grêmio,-,-1,0,0,0,13,4,4,1,8,10,-2,0,0,-3,-1
athlético-pr,2014,9,figueirense,athlético-pr,-1,1,3,0,13,3,2,4,15,12,3,1,0,9,-2
criciúma,2014,9,santos,santos,-1,2,0,0,11,3,4,2,4,11,-7,0,1,-1,-1
botafogo-rj,2014,9,corinthians,-,-1,1,1,0,9,2,4,3,13,12,1,0,0,4,-3
bahia,2014,9,chapecoense,chapecoense,-1,2,1,0,8,2,5,2,7,10,-3,0,3,1,-6
chapecoense,2014,9,bahia,chapecoense,1,2,1,0,8,2,5,2,7,10,-3,1,0,1,-2
coritiba,2014,9,goiás,coritiba,1,3,0,0,7,1,4,4,8,10,-2,1,0,1,1
vitória,2014,9,sport,sport,1,0,1,0,7,1,4,4,8,11,-3,0,1,-2,-7
flamengo,2014,9,cruzeiro,cruzeiro,-1,3,0,0,7,1,4,4,6,13,-7,0,1,-1,-6
figueirense,2014,9,athlético-pr,athlético-pr,1,1,3,0,4,1,7,1,3,14,-11,0,1,2,-7
cruzeiro,2014,10,vitória,cruzeiro,1,3,1,0,22,7,2,1,21,11,10,2,0,2,-1
corinthians,2014,10,internacional,corinthians,1,2,1,0,19,5,1,4,13,6,7,1,0,5,-2
são paulo,2014,10,bahia,são paulo,-1,0,2,0,19,5,1,4,18,12,6,2,0,10,-1
sport,2014,10,botafogo-rj,sport,1,1,0,0,17,5,3,2,9,10,-1,2,0,2,1
santos,2014,10,palmeiras,santos,1,2,0,0,17,4,1,5,12,5,7,3,0,3,1
fluminense,2014,10,criciúma,criciúma,-1,3,2,0,16,5,4,1,16,11,5,0,1,2,-4
athlético-pr,2014,10,flamengo,athlético-pr,-1,1,2,0,16,4,2,4,17,13,4,2,0,10,-3
internacional,2014,10,corinthians,corinthians,-1,2,1,0,16,4,2,4,13,11,2,0,1,5,-2
grêmio,2014,10,goiás,-,1,0,0,0,16,4,2,4,7,5,2,0,0,-4,1
goiás,2014,10,grêmio,-,-1,0,0,0,16,4,2,4,7,7,0,0,0,-3,0
atlético-mg,2014,10,chapecoense,-,-1,1,1,0,15,4,3,3,12,10,2,0,0,3,-2
criciúma,2014,10,fluminense,criciúma,1,3,2,0,14,4,4,2,7,13,-6,1,0,1,-2
palmeiras,2014,10,santos,santos,-1,2,0,0,13,4,5,1,8,12,-4,0,1,-4,-2
botafogo-rj,2014,10,sport,sport,-1,1,0,0,9,2,5,3,13,13,0,0,1,-1,-4
chapecoense,2014,10,atlético-mg,-,1,1,1,0,9,2,5,3,8,11,-3,0,0,2,-3
bahia,2014,10,são paulo,são paulo,1,0,2,0,8,2,6,2,7,12,-5,0,4,-1,-7
figueirense,2014,10,coritiba,figueirense,-1,0,2,0,7,2,7,1,5,14,-9,1,0,3,-6
coritiba,2014,10,figueirense,figueirense,1,0,2,0,7,1,5,4,8,12,-4,0,1,-1,-1
vitória,2014,10,cruzeiro,cruzeiro,-1,3,1,0,7,1,5,4,9,14,-5,0,2,1,-8
flamengo,2014,10,athlético-pr,athlético-pr,1,1,2,0,7,1,5,4,7,15,-8,0,2,1,-7
cruzeiro,2014,11,palmeiras,cruzeiro,-1,1,2,0,25,8,2,1,23,12,11,3,0,3,-2
corinthians,2014,11,vitória,-,-1,0,0,0,20,5,1,5,13,6,7,0,0,-1,-1
fluminense,2014,11,santos,fluminense,1,1,0,0,19,6,4,1,17,11,6,1,0,3,1
athlético-pr,2014,11,criciúma,athlético-pr,1,2,0,0,19,5,2,4,19,13,6,3,0,11,1
internacional,2014,11,flamengo,internacional,1,4,0,0,19,5,2,4,17,11,6,1,0,6,1
são paulo,2014,11,chapecoense,chapecoense,1,0,1,0,19,5,2,4,18,13,5,0,1,-1,-2
grêmio,2014,11,figueirense,grêmio,-1,0,1,0,19,5,2,4,8,5,3,1,0,1,1
sport,2014,11,goiás,-,-1,0,0,0,18,5,3,3,9,10,-1,0,0,-1,1
santos,2014,11,fluminense,fluminense,-1,1,0,0,17,4,2,5,12,6,6,0,1,-1,-1
goiás,2014,11,sport,-,1,0,0,0,17,4,2,5,7,7,0,0,0,-4,1
atlético-mg,2014,11,bahia,-,1,1,1,0,16,4,3,4,13,11,2,0,0,4,-3
criciúma,2014,11,athlético-pr,athlético-pr,-1,2,0,0,14,4,5,2,7,15,-8,0,1,-1,-3
palmeiras,2014,11,cruzeiro,cruzeiro,1,1,2,0,13,4,6,1,9,14,-5,0,2,1,-3
botafogo-rj,2014,11,coritiba,botafogo-rj,1,1,0,0,12,3,5,3,14,13,1,1,0,1,1
chapecoense,2014,11,são paulo,chapecoense,-1,0,1,0,12,3,5,3,9,11,-2,1,0,3,-2
bahia,2014,11,atlético-mg,-,-1,1,1,0,9,2,6,3,8,13,-5,0,0,1,-8
vitória,2014,11,corinthians,-,1,0,0,0,8,1,5,5,9,14,-5,0,0,-1,1
figueirense,2014,11,grêmio,grêmio,1,0,1,0,7,2,8,1,5,15,-10,0,1,-1,-7
coritiba,2014,11,botafogo-rj,botafogo-rj,-1,1,0,0,7,1,6,4,8,13,-5,0,2,-2,-2
flamengo,2014,11,internacional,internacional,-1,4,0,0,7,1,6,4,7,19,-12,0,3,-1,-8
cruzeiro,2014,12,figueirense,cruzeiro,1,5,0,0,28,9,2,1,28,12,16,4,0,4,1
corinthians,2014,12,palmeiras,corinthians,1,2,0,0,23,6,1,5,15,6,9,1,0,1,1
fluminense,2014,12,athlético-pr,fluminense,-1,0,3,0,22,7,4,1,20,11,9,2,0,4,1
internacional,2014,12,bahia,internacional,-1,0,1,0,22,6,2,4,18,11,7,2,0,7,1
sport,2014,12,atlético-mg,sport,1,2,1,0,21,6,3,3,11,11,0,1,0,1,-1
santos,2014,12,chapecoense,santos,1,3,0,0,20,5,2,5,15,6,9,1,0,1,1
goiás,2014,12,são paulo,goiás,1,2,1,0,20,5,2,5,9,8,1,1,0,1,-1
são paulo,2014,12,goiás,goiás,-1,2,1,0,19,5,3,4,19,15,4,0,2,1,-3
athlético-pr,2014,12,fluminense,fluminense,1,0,3,0,19,5,3,4,19,16,3,0,1,-1,-1
grêmio,2014,12,coritiba,coritiba,1,2,3,0,19,5,3,4,10,8,2,0,1,2,-1
atlético-mg,2014,12,sport,sport,-1,2,1,0,16,4,4,4,14,13,1,0,1,5,-4
criciúma,2014,12,vitória,vitória,1,1,3,0,14,4,6,2,8,18,-10,0,2,1,-4
palmeiras,2014,12,corinthians,corinthians,-1,2,0,0,13,4,7,1,9,16,-7,0,3,-1,-4
botafogo-rj,2014,12,flamengo,flamengo,-1,1,0,0,12,3,6,3,14,14,0,0,1,-1,-1
chapecoense,2014,12,santos,santos,-1,3,0,0,12,3,6,3,9,14,-5,0,1,-1,-3
vitória,2014,12,criciúma,vitória,-1,1,3,0,11,2,5,5,12,15,-3,1,0,1,-1
coritiba,2014,12,grêmio,coritiba,-1,2,3,0,10,2,6,4,11,15,-4,1,0,1,-3
flamengo,2014,12,botafogo-rj,flamengo,1,1,0,0,10,2,6,4,8,19,-11,1,0,1,1
bahia,2014,12,internacional,internacional,1,0,1,0,9,2,7,3,8,14,-6,0,1,-1,-9
figueirense,2014,12,cruzeiro,cruzeiro,-1,5,0,0,7,2,9,1,5,20,-15,0,2,-2,-8
cruzeiro,2014,13,botafogo-rj,-,-1,1,1,0,29,9,2,2,29,13,16,0,0,5,-1
fluminense,2014,13,goiás,fluminense,1,2,0,0,25,8,4,1,22,11,11,3,0,5,1
internacional,2014,13,santos,internacional,1,1,0,0,25,7,2,4,19,11,8,3,0,8,1
corinthians,2014,13,coritiba,-,-1,0,0,0,24,6,1,6,15,6,9,0,0,-1,1
sport,2014,13,figueirense,figueirense,-1,3,0,0,21,6,4,3,11,14,-3,0,1,-1,-2
santos,2014,13,internacional,internacional,-1,1,0,0,20,5,3,5,15,7,8,0,1,-1,-1
são paulo,2014,13,criciúma,-,1,1,1,0,20,5,3,5,20,16,4,0,0,2,-4
goiás,2014,13,fluminense,fluminense,-1,2,0,0,20,5,3,5,9,10,-1,0,1,-1,-2
atlético-mg,2014,13,athlético-pr,atlético-mg,1,3,1,0,19,5,4,4,17,14,3,1,0,6,-5
grêmio,2014,13,vitória,vitória,-1,2,1,0,19,5,4,4,11,10,1,0,2,3,-2
athlético-pr,2014,13,atlético-mg,atlético-mg,-1,3,1,0,19,5,4,4,20,19,1,0,2,1,-2
chapecoense,2014,13,flamengo,chapecoense,1,1,0,0,15,4,6,3,10,14,-4,1,0,1,1
criciúma,2014,13,são paulo,-,-1,1,1,0,15,4,6,3,9,19,-10,0,0,2,-5
palmeiras,2014,13,bahia,-,1,1,1,0,14,4,7,2,10,17,-7,0,0,1,-5
vitória,2014,13,grêmio,vitória,1,2,1,0,14,3,5,5,14,16,-2,2,0,2,-2
botafogo-rj,2014,13,cruzeiro,-,1,1,1,0,13,3,6,4,15,15,0,0,0,1,-2
coritiba,2014,13,corinthians,-,1,0,0,0,11,2,6,5,11,15,-4,0,0,-1,1
figueirense,2014,13,sport,figueirense,1,3,0,0,10,3,9,1,8,20,-12,1,0,1,1
bahia,2014,13,palmeiras,-,-1,1,1,0,10,2,7,4,9,15,-6,0,0,1,-10
flamengo,2014,13,chapecoense,chapecoense,-1,1,0,0,10,2,7,4,8,20,-12,0,1,-1,-1
cruzeiro,2014,14,criciúma,-,-1,0,0,0,30,9,2,3,29,13,16,0,0,-1,0
internacional,2014,14,grêmio,internacional,1,2,0,0,28,8,2,4,21,11,10,4,0,9,1
corinthians,2014,14,santos,corinthians,-1,0,1,0,27,7,1,6,16,6,10,1,0,1,1
fluminense,2014,14,coritiba,-,1,1,1,0,26,8,4,2,23,12,11,0,0,6,-1
são paulo,2014,14,vitória,são paulo,1,3,1,0,23,6,3,5,23,17,6,1,0,3,-5
atlético-mg,2014,14,palmeiras,atlético-mg,1,2,1,0,22,6,4,4,19,15,4,2,0,7,-6
athlético-pr,2014,14,botafogo-rj,athlético-pr,1,2,0,0,22,6,4,4,22,19,3,1,0,2,1
sport,2014,14,flamengo,flamengo,-1,1,0,0,21,6,5,3,11,15,-4,0,2,-2,-3
santos,2014,14,corinthians,corinthians,1,0,1,0,20,5,4,5,15,8,7,0,2,-2,-2
goiás,2014,14,bahia,bahia,-1,1,0,0,20,5,4,5,9,11,-2,0,2,-2,-3
grêmio,2014,14,internacional,internacional,-1,2,0,0,19,5,5,4,11,12,-1,0,3,-1,-3
criciúma,2014,14,cruzeiro,-,1,0,0,0,16,4,6,4,9,19,-10,0,0,-1,1
chapecoense,2014,14,figueirense,figueirense,1,0,1,0,15,4,7,3,10,15,-5,0,1,-1,-1
palmeiras,2014,14,atlético-mg,atlético-mg,-1,2,1,0,14,4,8,2,11,19,-8,0,1,2,-6
vitória,2014,14,são paulo,são paulo,-1,3,1,0,14,3,6,5,15,19,-4,0,1,3,-3
figueirense,2014,14,chapecoense,figueirense,-1,0,1,0,13,4,9,1,9,20,-11,2,0,2,1
botafogo-rj,2014,14,athlético-pr,athlético-pr,-1,2,0,0,13,3,7,4,15,17,-2,0,1,-1,-3
bahia,2014,14,goiás,bahia,1,1,0,0,13,3,7,4,10,15,-5,1,0,2,1
flamengo,2014,14,sport,flamengo,1,1,0,0,13,3,7,4,9,20,-11,1,0,1,1
coritiba,2014,14,fluminense,-,-1,1,1,0,12,2,6,6,12,16,-4,0,0,1,-1
cruzeiro,2014,15,santos,cruzeiro,1,3,0,0,33,10,2,3,32,13,19,1,0,1,1
internacional,2014,15,goiás,internacional,-1,0,1,0,31,9,2,4,22,11,11,5,0,10,1
corinthians,2014,15,bahia,-,1,1,1,0,28,7,1,7,17,7,10,0,0,2,-1
fluminense,2014,15,botafogo-rj,botafogo-rj,-1,2,0,0,26,8,5,2,23,14,9,0,1,-1,-2
são paulo,2014,15,palmeiras,são paulo,-1,1,2,0,26,7,3,5,25,18,7,2,0,4,-6
atlético-mg,2014,15,figueirense,-,-1,2,2,0,23,6,4,5,21,17,4,0,0,8,-7
athlético-pr,2014,15,sport,-,-1,1,1,0,23,6,4,5,23,20,3,0,0,3,-1
grêmio,2014,15,criciúma,grêmio,1,2,0,0,22,6,5,4,13,12,1,1,0,1,1
sport,2014,15,athlético-pr,-,1,1,1,0,22,6,5,4,12,16,-4,0,0,1,-4
santos,2014,15,cruzeiro,cruzeiro,-1,3,0,0,20,5,5,5,15,11,4,0,3,-3,-3
goiás,2014,15,internacional,internacional,1,0,1,0,20,5,5,5,9,12,-3,0,3,-3,-4
botafogo-rj,2014,15,fluminense,botafogo-rj,1,2,0,0,16,4,7,4,17,17,0,1,0,1,1
chapecoense,2014,15,vitória,-,-1,0,0,0,16,4,7,4,10,15,-5,0,0,-2,0
flamengo,2014,15,coritiba,flamengo,-1,0,1,0,16,4,7,4,10,20,-10,2,0,2,1
criciúma,2014,15,grêmio,grêmio,-1,2,0,0,16,4,7,4,9,21,-12,0,1,-2,-1
vitória,2014,15,chapecoense,-,1,0,0,0,15,3,6,6,15,19,-4,0,0,-1,1
palmeiras,2014,15,são paulo,são paulo,1,1,2,0,14,4,9,2,12,21,-9,0,2,3,-7
figueirense,2014,15,atlético-mg,-,1,2,2,0,14,4,9,2,11,22,-11,0,0,3,-1
bahia,2014,15,corinthians,-,-1,1,1,0,14,3,7,5,11,16,-5,0,0,3,-1
coritiba,2014,15,flamengo,flamengo,1,0,1,0,12,2,7,6,12,17,-5,0,1,-1,-2
cruzeiro,2014,16,grêmio,cruzeiro,1,1,0,0,36,11,2,3,33,13,20,2,0,2,1
internacional,2014,16,são paulo,são paulo,1,0,1,0,31,9,3,4,22,12,10,0,1,-1,-1
corinthians,2014,16,goiás,corinthians,1,5,2,0,31,8,1,7,22,9,13,1,0,3,-2
são paulo,2014,16,internacional,são paulo,-1,0,1,0,29,8,3,5,26,18,8,3,0,5,-5
fluminense,2014,16,chapecoense,chapecoense,-1,1,0,0,26,8,6,2,23,15,8,0,2,-2,-3
sport,2014,16,palmeiras,sport,1,2,1,0,25,7,5,4,14,17,-3,1,0,2,-5
santos,2014,16,athlético-pr,santos,1,2,0,0,23,6,5,5,17,11,6,1,0,1,1
